t = 108, completed file 1
t = 109, completed file 1227
t = 110, completed file 651
t = 111, completed file 201
t = 112, completed file 134
t = 113, completed file 1137
t = 114, completed file 367
t = 115, completed file 25
t = 116, completed file 352
t = 117, completed file 228
t = 118, completed file 1100
t = 119, completed file 1014
t = 120, completed file 647
t = 122, completed file 905
t = 124, completed file 895
t = 126, completed file 809
t = 128, completed file 185
t = 130, completed file 332
t = 132, completed file 1208
t = 134, completed file 1038
t = 136, completed file 1034
t = 138, completed file 262
t = 140, completed file 95
t = 143, completed file 1009
t = 146, completed file 1004
t = 149, completed file 968
t = 152, completed file 250
t = 155, completed file 941
t = 158, completed file 456
t = 161, completed file 166
t = 164, completed file 38
t = 167, completed file 192
t = 170, completed file 654
t = 173, completed file 42
t = 177, completed file 987
t = 181, completed file 977
t = 185, completed file 948
t = 189, completed file 869
t = 193, completed file 205
t = 197, completed file 738
t = 201, completed file 710
t = 205, completed file 689
t = 209, completed file 1223
t = 213, completed file 1215
t = 217, completed file 1111
t = 221, completed file 1054
t = 225, completed file 263
t = 230, completed file 969
t = 235, completed file 61
t = 240, completed file 343
t = 245, completed file 340
t = 250, completed file 44
t = 255, completed file 1092
t = 260, completed file 559
t = 265, completed file 542
t = 270, completed file 1041
t = 275, completed file 140
t = 281, completed file 991
t = 287, completed file 485
t = 293, completed file 383
t = 299, completed file 339
t = 305, completed file 1222
t = 311, completed file 1146
t = 317, completed file 547
t = 324, completed file 494
t = 331, completed file 893
t = 338, completed file 443
t = 345, completed file 832
t = 352, completed file 407
t = 359, completed file 767
t = 366, completed file 698
t = 373, completed file 327
t = 380, completed file 1050
t = 388, completed file 932
t = 396, completed file 239
t = 404, completed file 844
t = 412, completed file 377
t = 420, completed file 745
t = 428, completed file 677
t = 436, completed file 661
t = 444, completed file 162
t = 452, completed file 40
t = 460, completed file 562
t = 468, completed file 75
t = 476, completed file 1035
t = 484, completed file 1026
t = 493, completed file 483
t = 502, completed file 954
t = 511, completed file 26
t = 520, completed file 432
t = 529, completed file 863
t = 538, completed file 828
t = 547, completed file 820
t = 556, completed file 618
t = 565, completed file 632
t = 574, completed file 288
t = 583, completed file 539
t = 592, completed file 535
t = 601, completed file 271
t = 611, completed file 122
t = 621, completed file 505
t = 631, completed file 910
t = 641, completed file 231
t = 651, completed file 396
t = 661, completed file 357
t = 671, completed file 86
t = 681, completed file 320
t = 691, completed file 141
t = 701, completed file 1101
t = 712, completed file 465
t = 723, completed file 3
t = 734, completed file 56
t = 745, completed file 777
t = 756, completed file 378
t = 767, completed file 306
t = 778, completed file 1230
t = 789, completed file 528
t = 801, completed file 502
t = 813, completed file 499
t = 825, completed file 732
t = 837, completed file 346
t = 849, completed file 674
t = 861, completed file 659
t = 873, completed file 623
t = 885, completed file 1165
t = 897, completed file 1074
t = 910, completed file 1001
t = 923, completed file 824
t = 936, completed file 787
t = 949, completed file 323
t = 962, completed file 1238
t = 975, completed file 12
t = 988, completed file 601
t = 1001, completed file 566
t = 1014, completed file 1125
t = 1027, completed file 545
t = 1040, completed file 544
t = 1054, completed file 924
t = 1068, completed file 230
t = 1082, completed file 428
t = 1096, completed file 847
t = 1110, completed file 805
t = 1124, completed file 730
t = 1138, completed file 658
t = 1152, completed file 607
t = 1166, completed file 582
t = 1180, completed file 543
t = 1194, completed file 1051
t = 1209, completed file 942
t = 1224, completed file 926
t = 1239, completed file 754
t = 1254, completed file 685
