t = 34, completed file 1
t = 35, completed file 1763
t = 36, completed file 1843
t = 37, completed file 1918
t = 38, completed file 1693
t = 39, completed file 2005
t = 40, completed file 1618
t = 41, completed file 2111
t = 42, completed file 1549
t = 43, completed file 358
t = 44, completed file 1441
t = 45, completed file 2370
t = 46, completed file 2423
t = 47, completed file 427
t = 48, completed file 1339
t = 49, completed file 1271
t = 50, completed file 2672
t = 51, completed file 2727
t = 52, completed file 2812
t = 53, completed file 2839
t = 54, completed file 608
t = 55, completed file 2945
t = 56, completed file 3035
t = 57, completed file 443
t = 58, completed file 709
t = 59, completed file 14
t = 60, completed file 748
t = 61, completed file 1242
t = 62, completed file 766
t = 63, completed file 3453
t = 64, completed file 1604
t = 65, completed file 765
t = 66, completed file 321
t = 67, completed file 1391
t = 68, completed file 3758
t = 69, completed file 3800
t = 70, completed file 840
t = 71, completed file 1200
t = 73, completed file 3989
t = 75, completed file 3984
t = 76, completed file 4258
t = 77, completed file 4283
t = 78, completed file 4268
t = 80, completed file 102
t = 81, completed file 4538
t = 83, completed file 3507
t = 85, completed file 4643
t = 86, completed file 4830
t = 87, completed file 4890
t = 89, completed file 235
t = 91, completed file 1771
t = 92, completed file 5179
t = 93, completed file 5156
t = 94, completed file 5297
t = 96, completed file 457
t = 97, completed file 5460
t = 98, completed file 5438
t = 100, completed file 28
t = 101, completed file 5728
t = 103, completed file 5823
t = 104, completed file 5875
t = 105, completed file 5964
t = 106, completed file 6017
t = 107, completed file 5873
t = 108, completed file 5866
t = 109, completed file 6214
t = 110, completed file 6211
t = 111, completed file 6345
t = 112, completed file 6372
t = 114, completed file 6344
t = 115, completed file 6576
t = 116, completed file 6656
t = 117, completed file 6723
t = 118, completed file 6552
t = 119, completed file 6505
t = 121, completed file 6842
t = 122, completed file 7012
t = 123, completed file 7036
t = 124, completed file 7140
t = 125, completed file 7006
t = 126, completed file 6985
t = 127, completed file 6973
t = 129, completed file 7317
t = 131, completed file 7258
t = 133, completed file 7025
t = 135, completed file 6920
t = 137, completed file 6627
t = 139, completed file 6608
t = 141, completed file 6293
t = 143, completed file 6282
t = 145, completed file 6175
t = 147, completed file 6106
t = 149, completed file 5810
t = 151, completed file 16
t = 153, completed file 806
t = 155, completed file 5441
t = 157, completed file 759
t = 159, completed file 1456
t = 161, completed file 5430
t = 163, completed file 1776
t = 165, completed file 397
t = 167, completed file 5151
t = 169, completed file 2735
t = 171, completed file 38
t = 173, completed file 2876
t = 175, completed file 2804
t = 177, completed file 2588
t = 179, completed file 5149
t = 181, completed file 5130
t = 183, completed file 845
t = 185, completed file 3146
t = 187, completed file 4827
t = 189, completed file 4771
t = 191, completed file 2448
t = 193, completed file 1232
t = 195, completed file 4764
t = 197, completed file 4751
t = 199, completed file 3239
t = 201, completed file 965
t = 203, completed file 3549
t = 205, completed file 1264
t = 207, completed file 516
t = 209, completed file 578
t = 211, completed file 4382
t = 213, completed file 3052
t = 215, completed file 3579
t = 217, completed file 4263
t = 219, completed file 4191
t = 221, completed file 3837
t = 223, completed file 3089
t = 225, completed file 2101
t = 227, completed file 2549
t = 229, completed file 1065
t = 231, completed file 2146
t = 233, completed file 1152
t = 235, completed file 2062
t = 238, completed file 487
t = 241, completed file 3983
t = 244, completed file 2049
t = 247, completed file 2031
t = 250, completed file 3803
t = 253, completed file 3720
t = 256, completed file 948
t = 259, completed file 4075
t = 262, completed file 3669
t = 265, completed file 951
t = 268, completed file 230
t = 271, completed file 3863
t = 274, completed file 3702
t = 277, completed file 463
t = 280, completed file 7210
t = 283, completed file 7198
t = 286, completed file 7119
t = 289, completed file 7108
t = 292, completed file 7091
t = 295, completed file 7011
t = 298, completed file 6822
t = 301, completed file 6819
t = 304, completed file 6787
t = 307, completed file 440
t = 310, completed file 3423
t = 313, completed file 841
t = 316, completed file 6637
t = 319, completed file 824
t = 322, completed file 204
t = 325, completed file 51
t = 328, completed file 6464
t = 331, completed file 819
t = 334, completed file 6268
t = 337, completed file 1764
t = 340, completed file 4096
t = 343, completed file 3575
t = 346, completed file 3307
t = 349, completed file 792
t = 352, completed file 781
t = 355, completed file 6192
t = 358, completed file 6165
t = 361, completed file 1496
t = 364, completed file 3051
t = 367, completed file 1488
t = 370, completed file 5872
t = 373, completed file 5871
t = 376, completed file 5856
t = 379, completed file 5770
t = 382, completed file 5690
t = 385, completed file 2866
t = 388, completed file 367
t = 391, completed file 5668
t = 394, completed file 5595
t = 397, completed file 5550
t = 400, completed file 5454
t = 403, completed file 5348
t = 406, completed file 5325
t = 409, completed file 5320
t = 412, completed file 5314
t = 415, completed file 5298
t = 418, completed file 5221
t = 421, completed file 2581
t = 424, completed file 2529
t = 427, completed file 2496
t = 430, completed file 4854
t = 433, completed file 4837
t = 436, completed file 4833
t = 439, completed file 4816
t = 442, completed file 585
t = 445, completed file 1163
t = 448, completed file 4692
t = 451, completed file 264
t = 454, completed file 4598
t = 457, completed file 4540
t = 460, completed file 4508
t = 463, completed file 1120
t = 466, completed file 2220
t = 469, completed file 2135
t = 472, completed file 2105
t = 475, completed file 291
t = 479, completed file 4053
t = 483, completed file 3927
t = 487, completed file 1970
t = 491, completed file 3831
t = 495, completed file 3818
t = 499, completed file 236
t = 503, completed file 31
t = 507, completed file 3705
t = 511, completed file 7302
t = 515, completed file 7203
t = 519, completed file 3532
t = 523, completed file 3529
t = 527, completed file 3596
t = 531, completed file 3540
t = 535, completed file 1738
t = 539, completed file 6875
t = 543, completed file 6784
t = 547, completed file 6747
t = 551, completed file 1678
t = 555, completed file 3386
t = 559, completed file 6724
t = 563, completed file 6693
t = 567, completed file 6625
t = 571, completed file 3338
t = 575, completed file 3263
t = 579, completed file 1616
t = 583, completed file 3231
t = 587, completed file 6435
t = 591, completed file 6359
t = 595, completed file 194
t = 599, completed file 3132
t = 603, completed file 3158
t = 607, completed file 6256
t = 611, completed file 6232
t = 615, completed file 1538
t = 619, completed file 6157
t = 623, completed file 6144
t = 627, completed file 1519
t = 631, completed file 5968
t = 635, completed file 1487
t = 639, completed file 5822
t = 643, completed file 5764
t = 647, completed file 5747
t = 651, completed file 5659
t = 655, completed file 2801
t = 659, completed file 686
t = 663, completed file 327
t = 667, completed file 5448
t = 671, completed file 5363
t = 675, completed file 689
t = 679, completed file 1296
t = 683, completed file 177
t = 687, completed file 2560
t = 691, completed file 2509
t = 695, completed file 2483
t = 699, completed file 2481
t = 703, completed file 2463
t = 707, completed file 4800
t = 711, completed file 587
t = 715, completed file 4740
t = 719, completed file 4728
t = 723, completed file 4706
t = 727, completed file 2320
t = 731, completed file 1137
t = 735, completed file 4457
t = 739, completed file 1027
t = 744, completed file 3992
t = 749, completed file 13
t = 754, completed file 3923
t = 759, completed file 3918
t = 764, completed file 58
t = 769, completed file 3633
t = 774, completed file 7254
t = 779, completed file 1797
t = 784, completed file 7147
t = 789, completed file 7065
t = 794, completed file 6867
t = 799, completed file 1724
t = 804, completed file 6849
t = 809, completed file 6846
t = 814, completed file 811
t = 819, completed file 6449
t = 824, completed file 6240
t = 829, completed file 6218
t = 834, completed file 3040
t = 839, completed file 3008
t = 844, completed file 5924
t = 849, completed file 5814
t = 854, completed file 5756
t = 859, completed file 5735
t = 864, completed file 5607
t = 869, completed file 5459
t = 874, completed file 1333
t = 879, completed file 5344
t = 884, completed file 5328
t = 889, completed file 5305
t = 894, completed file 642
t = 899, completed file 5090
t = 904, completed file 1217
t = 909, completed file 611
t = 914, completed file 4689
t = 919, completed file 1135
t = 924, completed file 2285
t = 929, completed file 4581
t = 934, completed file 4558
t = 939, completed file 1128
t = 944, completed file 2265
t = 949, completed file 2248
t = 954, completed file 2235
t = 959, completed file 555
t = 964, completed file 4374
t = 969, completed file 517
t = 974, completed file 4261
t = 979, completed file 4247
t = 984, completed file 4168
t = 989, completed file 535
t = 994, completed file 257
t = 999, completed file 65
t = 1005, completed file 2051
t = 1011, completed file 2050
t = 1017, completed file 2024
t = 1023, completed file 3994
t = 1029, completed file 3987
t = 1035, completed file 3970
t = 1041, completed file 3855
t = 1047, completed file 3788
t = 1053, completed file 1887
t = 1059, completed file 3755
t = 1065, completed file 7249
t = 1071, completed file 7112
t = 1077, completed file 7074
t = 1083, completed file 3519
t = 1089, completed file 3524
t = 1095, completed file 3511
t = 1101, completed file 6956
t = 1107, completed file 6837
t = 1113, completed file 6794
t = 1119, completed file 3396
t = 1125, completed file 1684
t = 1131, completed file 1655
t = 1137, completed file 1628
t = 1143, completed file 1603
t = 1149, completed file 6445
t = 1155, completed file 6395
t = 1161, completed file 3145
t = 1167, completed file 6182
t = 1173, completed file 5951
t = 1179, completed file 5885
t = 1185, completed file 1459
t = 1191, completed file 2954
t = 1197, completed file 95
t = 1203, completed file 2886
t = 1209, completed file 5780
t = 1215, completed file 2894
t = 1221, completed file 5706
t = 1227, completed file 82
t = 1233, completed file 1418
t = 1239, completed file 678
t = 1245, completed file 5244
t = 1251, completed file 2616
t = 1257, completed file 5096
t = 1263, completed file 5066
t = 1269, completed file 4947
t = 1275, completed file 4917
t = 1281, completed file 2445
t = 1287, completed file 2425
t = 1293, completed file 4821
t = 1299, completed file 4722
t = 1305, completed file 4711
t = 1311, completed file 2254
t = 1317, completed file 4446
t = 1323, completed file 4437
t = 1330, completed file 4120
t = 1337, completed file 2015
t = 1344, completed file 3961
t = 1351, completed file 3921
t = 1358, completed file 1919
t = 1365, completed file 469
t = 1372, completed file 1859
t = 1379, completed file 1833
t = 1386, completed file 3651
t = 1393, completed file 7282
t = 1400, completed file 7268
t = 1407, completed file 448
t = 1414, completed file 3583
t = 1421, completed file 3536
t = 1428, completed file 6978
t = 1435, completed file 859
t = 1442, completed file 53
t = 1449, completed file 864
t = 1456, completed file 216
t = 1463, completed file 6815
t = 1470, completed file 6813
t = 1477, completed file 3388
t = 1484, completed file 3381
t = 1491, completed file 6697
t = 1498, completed file 3288
t = 1505, completed file 6560
t = 1512, completed file 1620
t = 1519, completed file 6475
t = 1526, completed file 6459
t = 1533, completed file 6402
t = 1540, completed file 6299
t = 1547, completed file 3115
t = 1554, completed file 6119
t = 1561, completed file 1502
t = 1568, completed file 5933
t = 1575, completed file 719
t = 1582, completed file 5721
t = 1589, completed file 5664
t = 1596, completed file 5647
t = 1603, completed file 5644
t = 1610, completed file 5628
t = 1617, completed file 700
t = 1624, completed file 5496
t = 1631, completed file 657
t = 1638, completed file 5309
t = 1645, completed file 2665
t = 1652, completed file 5266
t = 1659, completed file 5233
t = 1666, completed file 2606
t = 1673, completed file 2521
t = 1680, completed file 5013
t = 1687, completed file 4974
t = 1694, completed file 310
t = 1701, completed file 1198
t = 1708, completed file 78
t = 1715, completed file 2241
t = 1722, completed file 4445
t = 1729, completed file 4423
t = 1736, completed file 530
t = 1743, completed file 4241
t = 1750, completed file 1037
t = 1758, completed file 4118
t = 1766, completed file 4093
t = 1774, completed file 2008
t = 1782, completed file 483
t = 1790, completed file 1910
t = 1798, completed file 462
t = 1806, completed file 1834
t = 1814, completed file 7296
t = 1822, completed file 7207
t = 1830, completed file 7184
t = 1838, completed file 7181
t = 1846, completed file 7135
t = 1854, completed file 3566
t = 1862, completed file 7031
t = 1870, completed file 6988
t = 1878, completed file 6929
t = 1886, completed file 6911
t = 1894, completed file 6903
t = 1902, completed file 6841
t = 1910, completed file 3406
t = 1918, completed file 1656
t = 1926, completed file 405
t = 1934, completed file 6418
t = 1942, completed file 6362
t = 1950, completed file 3157
t = 1958, completed file 6317
t = 1966, completed file 3082
t = 1974, completed file 3014
t = 1982, completed file 6029
t = 1990, completed file 2993
t = 1998, completed file 1479
t = 2006, completed file 736
t = 2014, completed file 731
t = 2022, completed file 5857
t = 2030, completed file 180
t = 2038, completed file 5739
t = 2046, completed file 2827
t = 2054, completed file 2755
t = 2062, completed file 5436
t = 2070, completed file 5376
t = 2078, completed file 1277
t = 2086, completed file 2510
t = 2094, completed file 5000
t = 2102, completed file 4973
t = 2110, completed file 4945
t = 2118, completed file 4845
t = 2126, completed file 2385
t = 2134, completed file 1178
t = 2142, completed file 4742
t = 2150, completed file 4737
t = 2158, completed file 4695
t = 2166, completed file 4657
t = 2174, completed file 4364
t = 2182, completed file 265
t = 2190, completed file 4240
t = 2199, completed file 4124
t = 2208, completed file 4103
t = 2217, completed file 256
t = 2226, completed file 509
t = 2235, completed file 960
t = 2244, completed file 3753
t = 2253, completed file 1857
t = 2262, completed file 1846
t = 2271, completed file 924
t = 2280, completed file 3696
t = 2289, completed file 7321
t = 2298, completed file 1801
t = 2307, completed file 7225
t = 2316, completed file 7139
t = 2325, completed file 3535
t = 2334, completed file 224
t = 2343, completed file 6932
t = 2352, completed file 1701
t = 2361, completed file 11
t = 2370, completed file 1699
t = 2379, completed file 6810
t = 2388, completed file 1683
t = 2397, completed file 1668
t = 2406, completed file 6696
t = 2415, completed file 3329
t = 2424, completed file 3324
t = 2433, completed file 6661
t = 2442, completed file 6563
t = 2451, completed file 3252
t = 2460, completed file 6491
t = 2469, completed file 3208
t = 2478, completed file 393
t = 2487, completed file 1583
t = 2496, completed file 6246
t = 2505, completed file 6236
t = 2514, completed file 3107
t = 2523, completed file 6197
t = 2532, completed file 5943
t = 2541, completed file 2890
t = 2550, completed file 2758
