t = 9, completed file 42
t = 10, completed file 119
t = 12, completed file 310
t = 13, completed file 444
t = 15, completed file 113
t = 16, completed file 550
t = 18, completed file 650
t = 19, completed file 827
t = 20, completed file 755
t = 21, completed file 943
t = 22, completed file 987
t = 23, completed file 915
t = 25, completed file 1095
t = 27, completed file 1144
t = 29, completed file 825
t = 31, completed file 248
t = 33, completed file 646
t = 35, completed file 189
t = 38, completed file 856
t = 41, completed file 785
t = 44, completed file 85
t = 47, completed file 232
t = 50, completed file 326
t = 53, completed file 1189
t = 56, completed file 1185
t = 59, completed file 589
t = 62, completed file 1140
t = 65, completed file 1136
t = 68, completed file 1127
t = 71, completed file 1112
t = 75, completed file 110
t = 79, completed file 819
t = 83, completed file 637
t = 87, completed file 1168
t = 92, completed file 968
t = 97, completed file 947
t = 102, completed file 278
t = 107, completed file 1091
t = 112, completed file 561
t = 118, completed file 974
t = 124, completed file 218
t = 130, completed file 831
t = 136, completed file 813
t = 142, completed file 89
t = 148, completed file 170
t = 155, completed file 1017
t = 162, completed file 426
t = 169, completed file 215
t = 176, completed file 208
t = 183, completed file 224
t = 190, completed file 205
t = 197, completed file 713
t = 204, completed file 60
t = 211, completed file 297
t = 218, completed file 574
t = 225, completed file 1109
t = 233, completed file 952
t = 241, completed file 925
t = 249, completed file 463
t = 257, completed file 891
t = 265, completed file 853
t = 273, completed file 55
t = 281, completed file 413
t = 289, completed file 706
t = 297, completed file 633
t = 305, completed file 1086
t = 313, completed file 1085
t = 321, completed file 1079
t = 329, completed file 1074
t = 338, completed file 27
t = 347, completed file 324
t = 356, completed file 643
t = 365, completed file 1196
t = 374, completed file 1129
t = 384, completed file 240
t = 394, completed file 898
t = 404, completed file 859
t = 414, completed file 736
t = 424, completed file 658
t = 434, completed file 303
t = 444, completed file 139
t = 454, completed file 285
t = 465, completed file 106
t = 476, completed file 203
t = 487, completed file 793
t = 498, completed file 343
t = 509, completed file 171
t = 520, completed file 1219
t = 532, completed file 1022
t = 544, completed file 871
t = 556, completed file 788
t = 568, completed file 688
t = 580, completed file 576
t = 592, completed file 570
t = 604, completed file 279
t = 616, completed file 544
t = 629, completed file 125
t = 642, completed file 462
t = 655, completed file 103
t = 668, completed file 862
t = 681, completed file 207
t = 694, completed file 803
t = 707, completed file 386
t = 720, completed file 373
t = 733, completed file 329
t = 746, completed file 619
t = 759, completed file 564
t = 772, completed file 1087
t = 785, completed file 529
t = 799, completed file 508
t = 813, completed file 496
t = 827, completed file 712
t = 841, completed file 176
t = 855, completed file 1212
t = 869, completed file 568
t = 884, completed file 187
t = 899, completed file 690
t = 914, completed file 1171
t = 929, completed file 1090
t = 944, completed file 1056
t = 960, completed file 926
t = 976, completed file 466
t = 992, completed file 16
t = 1008, completed file 50
t = 1024, completed file 401
t = 1040, completed file 1223
t = 1056, completed file 587
t = 1072, completed file 281
t = 1088, completed file 1147
t = 1104, completed file 1138
t = 1121, completed file 485
t = 1138, completed file 945
t = 1155, completed file 847
t = 1172, completed file 780
t = 1189, completed file 767
t = 1206, completed file 178
t = 1223, completed file 707
t = 1240, completed file 3
t = 1257, completed file 1101
t = 1274, completed file 1096
t = 1292, completed file 1000
t = 1310, completed file 986
t = 1328, completed file 982
t = 1346, completed file 54
t = 1364, completed file 789
t = 1382, completed file 630
t = 1400, completed file 1209
t = 1418, completed file 70
t = 1436, completed file 585
t = 1454, completed file 1143
t = 1472, completed file 35
t = 1490, completed file 1116
t = 1508, completed file 74
t = 1526, completed file 526
t = 1545, completed file 1027
t = 1564, completed file 505
t = 1583, completed file 963
t = 1602, completed file 478
t = 1621, completed file 924
t = 1640, completed file 380
t = 1659, completed file 165
t = 1678, completed file 298
t = 1697, completed file 1175
t = 1716, completed file 1157
t = 1735, completed file 144
t = 1755, completed file 471
t = 1775, completed file 223
t = 1795, completed file 378
t = 1815, completed file 349
t = 1835, completed file 1200
t = 1855, completed file 1159
t = 1875, completed file 1051
t = 1895, completed file 1043
t = 1916, completed file 1013
t = 1937, completed file 989
t = 1958, completed file 889
t = 1979, completed file 869
t = 2000, completed file 214
t = 2021, completed file 863
t = 2042, completed file 424
t = 2063, completed file 802
t = 2084, completed file 773
t = 2105, completed file 179
t = 2126, completed file 1169
t = 2147, completed file 275
t = 2168, completed file 1120
t = 2189, completed file 1081
t = 2211, completed file 1026
t = 2233, completed file 488
t = 2255, completed file 57
t = 2277, completed file 26
t = 2299, completed file 201
t = 2321, completed file 180
t = 2343, completed file 701
t = 2365, completed file 313
t = 2387, completed file 299
t = 2409, completed file 602
t = 2431, completed file 591
t = 2453, completed file 1150
t = 2475, completed file 137
t = 2498, completed file 1015
t = 2521, completed file 128
t = 2544, completed file 479
t = 2567, completed file 212
t = 2590, completed file 839
t = 2613, completed file 302
t = 2636, completed file 1199
t = 2659, completed file 1094
t = 2682, completed file 1054
t = 2705, completed file 260
t = 2729, completed file 941
t = 2753, completed file 430
t = 2777, completed file 425
t = 2801, completed file 836
t = 2825, completed file 794
t = 2849, completed file 731
