t = 11, completed file 1
t = 12, completed file 389
t = 13, completed file 358
t = 14, completed file 507
t = 15, completed file 499
t = 16, completed file 344
t = 17, completed file 714
t = 18, completed file 674
t = 19, completed file 835
t = 20, completed file 852
t = 21, completed file 791
t = 22, completed file 670
t = 23, completed file 1055
t = 25, completed file 972
t = 26, completed file 1233
t = 27, completed file 1150
t = 28, completed file 1381
t = 30, completed file 808
t = 31, completed file 1554
t = 33, completed file 1457
t = 34, completed file 1714
t = 35, completed file 1624
t = 37, completed file 1708
t = 38, completed file 1945
t = 40, completed file 1994
t = 41, completed file 2127
t = 42, completed file 2082
t = 44, completed file 1872
t = 45, completed file 2387
t = 46, completed file 2416
t = 47, completed file 2405
t = 48, completed file 2362
t = 49, completed file 2605
t = 51, completed file 2626
t = 52, completed file 2709
t = 54, completed file 2874
t = 55, completed file 3003
t = 56, completed file 3049
t = 57, completed file 3040
t = 59, completed file 3070
t = 60, completed file 3298
t = 62, completed file 3345
t = 63, completed file 3420
t = 64, completed file 3499
t = 65, completed file 3599
t = 67, completed file 3655
t = 69, completed file 3561
t = 70, completed file 3812
t = 72, completed file 3831
t = 74, completed file 3997
t = 76, completed file 4170
t = 78, completed file 3816
t = 79, completed file 4436
t = 80, completed file 4389
t = 82, completed file 4547
t = 83, completed file 4670
t = 84, completed file 4735
t = 85, completed file 4583
t = 86, completed file 4844
t = 88, completed file 3205
t = 90, completed file 5032
t = 91, completed file 5046
t = 93, completed file 5158
t = 94, completed file 5223
t = 96, completed file 5378
t = 97, completed file 5510
t = 98, completed file 5498
t = 100, completed file 5345
t = 101, completed file 5662
t = 102, completed file 5769
t = 104, completed file 5884
t = 105, completed file 5937
t = 107, completed file 5968
t = 109, completed file 6166
t = 110, completed file 6280
t = 112, completed file 6343
t = 113, completed file 6481
t = 115, completed file 6510
t = 117, completed file 6383
t = 119, completed file 6778
t = 120, completed file 6832
t = 122, completed file 6923
t = 123, completed file 7054
t = 124, completed file 7097
t = 125, completed file 7189
t = 126, completed file 6997
t = 127, completed file 6993
t = 129, completed file 7226
t = 131, completed file 6966
t = 133, completed file 6833
t = 135, completed file 6814
t = 137, completed file 6733
t = 139, completed file 6252
t = 141, completed file 6241
t = 143, completed file 6235
t = 145, completed file 6116
t = 147, completed file 5958
t = 149, completed file 5859
t = 151, completed file 5790
t = 153, completed file 5253
t = 155, completed file 4999
t = 157, completed file 2499
t = 159, completed file 4928
t = 161, completed file 2993
t = 163, completed file 4834
t = 165, completed file 4804
t = 167, completed file 3206
t = 169, completed file 2534
t = 171, completed file 2593
t = 173, completed file 4665
t = 175, completed file 4638
t = 177, completed file 593
t = 179, completed file 4612
t = 181, completed file 2210
t = 183, completed file 1080
t = 185, completed file 971
t = 187, completed file 3278
t = 189, completed file 3377
t = 191, completed file 2944
t = 193, completed file 4390
t = 195, completed file 4350
t = 197, completed file 3380
t = 199, completed file 878
t = 201, completed file 464
t = 203, completed file 4127
t = 205, completed file 2970
t = 207, completed file 790
t = 209, completed file 1882
t = 211, completed file 1215
t = 213, completed file 304
t = 215, completed file 1022
t = 218, completed file 7331
t = 221, completed file 7294
t = 224, completed file 1884
t = 227, completed file 3930
t = 230, completed file 3676
t = 233, completed file 1756
t = 236, completed file 1870
t = 239, completed file 7202
t = 242, completed file 7104
t = 245, completed file 6835
t = 248, completed file 6790
t = 251, completed file 3534
t = 254, completed file 3547
t = 257, completed file 6688
t = 260, completed file 6657
t = 263, completed file 6613
t = 266, completed file 6526
t = 269, completed file 2049
t = 272, completed file 408
t = 275, completed file 6360
t = 278, completed file 181
t = 281, completed file 778
t = 284, completed file 6258
t = 287, completed file 4086
t = 290, completed file 3603
t = 293, completed file 3329
t = 296, completed file 911
t = 299, completed file 3064
t = 302, completed file 5942
t = 305, completed file 2928
t = 308, completed file 2897
t = 311, completed file 5762
t = 314, completed file 5747
t = 317, completed file 3074
t = 320, completed file 2947
t = 323, completed file 213
t = 326, completed file 2729
t = 329, completed file 5228
t = 332, completed file 1464
t = 335, completed file 2696
t = 338, completed file 3097
t = 341, completed file 2849
t = 344, completed file 741
t = 347, completed file 1373
t = 350, completed file 5113
t = 353, completed file 5043
t = 356, completed file 5029
t = 359, completed file 2472
t = 362, completed file 4877
t = 365, completed file 2460
t = 368, completed file 142
t = 371, completed file 4720
t = 374, completed file 1129
t = 377, completed file 1155
t = 380, completed file 1109
t = 383, completed file 1053
t = 386, completed file 4181
t = 390, completed file 4124
