t = 10, completed file 20
t = 12, completed file 345
t = 13, completed file 433
t = 15, completed file 300
t = 18, completed file 505
t = 19, completed file 826
t = 20, completed file 806
t = 21, completed file 678
t = 22, completed file 1009
t = 24, completed file 1063
t = 26, completed file 1135
t = 28, completed file 1114
t = 31, completed file 108
t = 34, completed file 517
t = 37, completed file 1087
t = 40, completed file 76
t = 43, completed file 986
t = 46, completed file 707
t = 49, completed file 281
t = 52, completed file 203
t = 56, completed file 252
t = 60, completed file 852
t = 64, completed file 839
t = 68, completed file 794
t = 72, completed file 420
t = 76, completed file 204
t = 80, completed file 628
t = 84, completed file 1040
t = 89, completed file 861
t = 94, completed file 845
t = 99, completed file 780
t = 104, completed file 776
t = 109, completed file 332
t = 114, completed file 2
t = 119, completed file 603
t = 124, completed file 181
t = 129, completed file 1157
t = 134, completed file 7
t = 140, completed file 497
t = 146, completed file 1238
t = 152, completed file 1145
t = 158, completed file 1085
t = 164, completed file 1078
t = 171, completed file 1016
t = 178, completed file 989
t = 185, completed file 234
t = 192, completed file 827
t = 199, completed file 58
t = 206, completed file 779
t = 213, completed file 333
t = 220, completed file 308
t = 227, completed file 1219
t = 234, completed file 297
t = 241, completed file 151
t = 248, completed file 74
t = 255, completed file 1150
t = 262, completed file 1067
t = 270, completed file 509
t = 278, completed file 938
t = 286, completed file 900
t = 294, completed file 193
t = 302, completed file 363
t = 310, completed file 174
t = 318, completed file 1172
t = 326, completed file 1091
t = 334, completed file 1070
t = 342, completed file 1068
t = 351, completed file 1010
t = 360, completed file 937
t = 369, completed file 15
t = 378, completed file 481
t = 387, completed file 114
t = 396, completed file 528
t = 406, completed file 995
t = 416, completed file 466
t = 426, completed file 427
t = 436, completed file 830
t = 446, completed file 389
t = 456, completed file 360
t = 466, completed file 715
t = 476, completed file 343
t = 486, completed file 293
t = 496, completed file 135
t = 506, completed file 144
t = 517, completed file 1020
t = 528, completed file 125
t = 539, completed file 969
t = 550, completed file 765
t = 561, completed file 755
t = 572, completed file 702
t = 583, completed file 642
t = 594, completed file 633
t = 605, completed file 311
t = 616, completed file 552
t = 628, completed file 825
t = 640, completed file 812
t = 652, completed file 190
t = 664, completed file 385
t = 676, completed file 721
t = 688, completed file 1
t = 700, completed file 617
t = 712, completed file 1192
t = 725, completed file 128
t = 738, completed file 503
t = 751, completed file 475
t = 764, completed file 458
t = 777, completed file 895
t = 790, completed file 446
t = 803, completed file 25
t = 816, completed file 423
t = 829, completed file 53
t = 842, completed file 756
t = 855, completed file 276
t = 868, completed file 1058
t = 882, completed file 30
t = 896, completed file 855
t = 910, completed file 13
t = 924, completed file 562
t = 938, completed file 129
t = 953, completed file 222
t = 968, completed file 112
t = 983, completed file 789
t = 998, completed file 381
t = 1013, completed file 708
t = 1028, completed file 1229
t = 1043, completed file 1190
t = 1058, completed file 1159
t = 1073, completed file 1082
t = 1088, completed file 265
t = 1103, completed file 272
t = 1118, completed file 1052
t = 1134, completed file 1012
t = 1150, completed file 488
t = 1166, completed file 482
t = 1182, completed file 435
t = 1198, completed file 412
t = 1214, completed file 96
t = 1230, completed file 161
t = 1246, completed file 173
t = 1262, completed file 577
t = 1278, completed file 545
t = 1295, completed file 490
t = 1312, completed file 897
t = 1329, completed file 380
t = 1346, completed file 732
t = 1363, completed file 358
t = 1380, completed file 171
t = 1397, completed file 688
t = 1414, completed file 1223
t = 1431, completed file 70
t = 1448, completed file 1156
t = 1465, completed file 1111
t = 1482, completed file 1102
