t = 2, completed file 2
t = 51, completed file 4
t = 52, completed file 2559
t = 53, completed file 1988
t = 54, completed file 1805
t = 55, completed file 1726
t = 56, completed file 1710
t = 57, completed file 3098
t = 58, completed file 3144
t = 59, completed file 3126
t = 60, completed file 724
t = 61, completed file 970
t = 62, completed file 950
t = 63, completed file 383
t = 64, completed file 3524
t = 65, completed file 3604
t = 66, completed file 1403
t = 67, completed file 3669
t = 68, completed file 3785
t = 95, completed file 910
t = 96, completed file 5321
t = 193, completed file 958
t = 194, completed file 11322
t = 195, completed file 11383
t = 196, completed file 7776
t = 197, completed file 11508
t = 198, completed file 11566
t = 303, completed file 4109
t = 304, completed file 17937
t = 305, completed file 16286
t = 306, completed file 16170
t = 307, completed file 18099
t = 308, completed file 18160
t = 309, completed file 18243
t = 381, completed file 4548
t = 382, completed file 22503
t = 383, completed file 22654
t = 465, completed file 16405
t = 466, completed file 25011
t = 467, completed file 24975
t = 489, completed file 22745
t = 494, completed file 25022
t = 587, completed file 6250
t = 692, completed file 25020
t = 699, completed file 24978
t = 817, completed file 24984
t = 898, completed file 12448
t = 1024, completed file 24951
t = 1136, completed file 877
t = 1230, completed file 1731
t = 1296, completed file 12536
t = 1336, completed file 24748
t = 1396, completed file 24852
t = 1400, completed file 24660
t = 1527, completed file 3533
t = 1540, completed file 24747
t = 1592, completed file 12341
t = 1681, completed file 24599
t = 1796, completed file 24630
t = 1825, completed file 24846
t = 1895, completed file 16219
t = 1984, completed file 16393
t = 2104, completed file 12566
t = 2116, completed file 12222
t = 2174, completed file 24455
t = 2180, completed file 12845
t = 2216, completed file 6408
t = 2325, completed file 16225
t = 2387, completed file 13130
t = 2448, completed file 13525
t = 2564, completed file 24809
t = 2640, completed file 15967
t = 2767, completed file 6963
t = 2833, completed file 14005
t = 2950, completed file 6357
t = 2974, completed file 410
t = 3016, completed file 12340
t = 3044, completed file 24566
t = 3159, completed file 7975
t = 3219, completed file 24967
t = 3241, completed file 24600
t = 3262, completed file 12467
t = 3331, completed file 8118
t = 3416, completed file 15799
t = 3458, completed file 12256
t = 3473, completed file 6119
t = 3529, completed file 13155
t = 3590, completed file 7877
t = 3676, completed file 3107
t = 3738, completed file 12269
t = 3857, completed file 13502
t = 3976, completed file 12996
t = 4023, completed file 6205
t = 4068, completed file 23970
t = 4102, completed file 13292
t = 4205, completed file 783
t = 4245, completed file 16024
t = 4297, completed file 6525
t = 4378, completed file 6158
t = 4465, completed file 3967
t = 4583, completed file 8110
t = 4666, completed file 11921
t = 4766, completed file 16032
t = 4829, completed file 13253
t = 4855, completed file 6619
t = 4894, completed file 15036
t = 4897, completed file 12415
t = 4953, completed file 6579
t = 4979, completed file 21981
t = 5018, completed file 7747
t = 5083, completed file 12418
t = 5196, completed file 13900
t = 5227, completed file 24560
t = 5301, completed file 7153
t = 5336, completed file 241
t = 5368, completed file 6275
t = 5387, completed file 15714
t = 5389, completed file 5976
t = 5467, completed file 23952
t = 5548, completed file 14657
t = 5576, completed file 3976
t = 5697, completed file 485
t = 5766, completed file 7451
t = 5889, completed file 6753
t = 5916, completed file 24023
t = 5984, completed file 23858
t = 6033, completed file 6316
t = 6088, completed file 7169
t = 6141, completed file 202
t = 6214, completed file 13054
t = 6325, completed file 15977
t = 6341, completed file 24352
t = 6355, completed file 13106
t = 6472, completed file 3644
t = 6565, completed file 11914
t = 6598, completed file 6305
t = 6681, completed file 7278
t = 6766, completed file 15739
t = 6871, completed file 1624
t = 6985, completed file 12849
t = 7098, completed file 15460
t = 7170, completed file 2906
t = 7263, completed file 6290
t = 7293, completed file 5383
t = 7367, completed file 12700
t = 7382, completed file 3174
t = 7407, completed file 6475
t = 7413, completed file 835
t = 7430, completed file 24982
t = 7471, completed file 13332
t = 7525, completed file 7567
t = 7540, completed file 389
t = 7657, completed file 12469
t = 7702, completed file 6931
t = 7751, completed file 7030
t = 7755, completed file 13095
t = 7861, completed file 24828
t = 7889, completed file 11904
t = 7981, completed file 5674
t = 8108, completed file 14798
t = 8212, completed file 3290
t = 8219, completed file 6979
t = 8284, completed file 13953
t = 8347, completed file 7120
t = 8433, completed file 986
t = 8549, completed file 22498
t = 8635, completed file 24691
t = 8688, completed file 6897
t = 8715, completed file 13878
t = 8837, completed file 24404
t = 8914, completed file 6649
t = 8953, completed file 22515
t = 9064, completed file 2805
t = 9115, completed file 6513
t = 9178, completed file 20383
t = 9232, completed file 7162
t = 9358, completed file 16111
t = 9483, completed file 7861
t = 9528, completed file 24112
t = 9620, completed file 1387
t = 9716, completed file 12302
t = 9835, completed file 13843
t = 9932, completed file 16259
t = 10058, completed file 12007
t = 10065, completed file 12813
t = 10072, completed file 6392
t = 10090, completed file 1946
t = 10199, completed file 22297
t = 10221, completed file 6617
t = 10325, completed file 6120
t = 10422, completed file 15528
t = 10476, completed file 6210
t = 10548, completed file 7311
t = 10640, completed file 6786
t = 10658, completed file 11644
t = 10704, completed file 18453
t = 10801, completed file 8046
t = 10917, completed file 805
t = 11003, completed file 3238
t = 11066, completed file 12755
t = 11092, completed file 13387
t = 11216, completed file 15851
t = 11328, completed file 3484
t = 11414, completed file 15933
t = 11492, completed file 24208
t = 11541, completed file 25019
t = 11618, completed file 14073
t = 11726, completed file 1370
t = 11786, completed file 2659
t = 11902, completed file 19422
t = 11916, completed file 20723
t = 11931, completed file 5109
t = 11960, completed file 22339
t = 12054, completed file 13666
t = 12085, completed file 7427
t = 12163, completed file 15146
t = 12177, completed file 14344
t = 12237, completed file 24363
t = 12330, completed file 13329
t = 12445, completed file 2879
t = 12563, completed file 8199
t = 12687, completed file 22058
t = 12731, completed file 22461
t = 12795, completed file 24668
t = 12833, completed file 4917
t = 12901, completed file 12975
t = 13007, completed file 6850
t = 13089, completed file 3266
t = 13117, completed file 14520
t = 13205, completed file 14084
t = 13234, completed file 13291
t = 13313, completed file 14764
t = 13330, completed file 10711
t = 13354, completed file 15838
t = 13473, completed file 6452
t = 13499, completed file 14965
t = 13556, completed file 11751
t = 13585, completed file 10511
t = 13615, completed file 14761
t = 13742, completed file 21724
t = 13812, completed file 13416
t = 13927, completed file 7135
t = 14023, completed file 2846
t = 14133, completed file 3379
t = 14211, completed file 3852
t = 14269, completed file 24760
t = 14323, completed file 11438
t = 14433, completed file 5759
t = 14493, completed file 12624
t = 14559, completed file 15065
t = 14633, completed file 13312
t = 14710, completed file 758
t = 14743, completed file 6813
t = 14746, completed file 13239
t = 14793, completed file 11227
t = 14885, completed file 21490
t = 14948, completed file 22699
t = 14988, completed file 23000
t = 15039, completed file 10441
t = 15095, completed file 16404
t = 15141, completed file 22693
t = 15245, completed file 17132
t = 15249, completed file 12493
t = 15319, completed file 13606
t = 15329, completed file 3210
t = 15358, completed file 3222
t = 15432, completed file 13941
t = 15476, completed file 6761
t = 15512, completed file 7559
t = 15603, completed file 2017
t = 15606, completed file 9141
t = 15684, completed file 18314
t = 15775, completed file 20709
t = 15826, completed file 14411
t = 15843, completed file 3134
t = 15878, completed file 6244
t = 15880, completed file 3268
t = 15995, completed file 12747
t = 16114, completed file 6480
t = 16237, completed file 1549
t = 16326, completed file 3458
t = 16433, completed file 14826
t = 16450, completed file 6950
t = 16525, completed file 16177
t = 16640, completed file 3271
t = 16713, completed file 22142
t = 16774, completed file 3512
t = 16831, completed file 12547
t = 16936, completed file 12714
t = 17050, completed file 23891
t = 17061, completed file 23278
t = 17172, completed file 23280
t = 17231, completed file 374
t = 17299, completed file 12379
t = 17371, completed file 22351
t = 17494, completed file 12092
t = 17534, completed file 12124
t = 17657, completed file 11176
t = 17780, completed file 7354
t = 17806, completed file 21187
t = 17836, completed file 24659
t = 17910, completed file 20849
t = 17956, completed file 15725
t = 17990, completed file 6569
t = 18073, completed file 11766
t = 18145, completed file 3866
t = 18248, completed file 11950
t = 18366, completed file 13659
t = 18453, completed file 2634
t = 18456, completed file 12245
t = 18566, completed file 12236
t = 18618, completed file 7011
t = 18621, completed file 6614
t = 18669, completed file 16351
t = 18676, completed file 11081
t = 18745, completed file 15254
t = 18769, completed file 23782
t = 18832, completed file 21544
t = 18844, completed file 268
t = 18953, completed file 17938
t = 18954, completed file 23666
t = 19005, completed file 24092
t = 19078, completed file 19169
t = 19145, completed file 15027
t = 19168, completed file 18871
t = 19198, completed file 882
t = 19229, completed file 7694
t = 19278, completed file 23713
t = 19306, completed file 10993
t = 19366, completed file 13781
t = 19435, completed file 3525
t = 19552, completed file 7722
t = 19607, completed file 14832
t = 19689, completed file 11099
t = 19717, completed file 15325
t = 19757, completed file 5985
t = 19837, completed file 2343
t = 19841, completed file 5470
t = 19928, completed file 5739
t = 20027, completed file 20257
t = 20102, completed file 6877
t = 20198, completed file 1677
t = 20293, completed file 7280
t = 20333, completed file 2488
t = 20344, completed file 10519
t = 20417, completed file 21078
t = 20523, completed file 11724
t = 20586, completed file 12890
t = 20617, completed file 9963
t = 20647, completed file 13660
t = 20719, completed file 7568
t = 20811, completed file 24685
t = 20847, completed file 24649
t = 20929, completed file 21547
t = 21021, completed file 11637
t = 21045, completed file 14708
t = 21110, completed file 13576
t = 21235, completed file 20675
t = 21262, completed file 23083
t = 21275, completed file 18433
t = 21384, completed file 9163
t = 21400, completed file 464
t = 21427, completed file 6556
t = 21459, completed file 12105
t = 21484, completed file 1040
t = 21563, completed file 6788
t = 21618, completed file 3457
t = 21620, completed file 11213
t = 21652, completed file 22690
t = 21768, completed file 5313
t = 21798, completed file 7687
t = 21887, completed file 21164
t = 21918, completed file 23170
t = 21948, completed file 1543
t = 21949, completed file 13068
t = 22022, completed file 14294
t = 22092, completed file 8697
t = 22167, completed file 1854
t = 22282, completed file 22361
t = 22341, completed file 14791
t = 22364, completed file 13839
t = 22403, completed file 10533
t = 22487, completed file 14698
t = 22528, completed file 9894
t = 22591, completed file 23607
