t = 2, completed file 1
t = 117, completed file 2
t = 118, completed file 6568
t = 119, completed file 6791
t = 120, completed file 6466
t = 121, completed file 3895
t = 122, completed file 3753
t = 123, completed file 7081
t = 124, completed file 3650
t = 125, completed file 7151
t = 126, completed file 1583
t = 127, completed file 3369
t = 128, completed file 1586
t = 129, completed file 7413
t = 130, completed file 7471
t = 131, completed file 3508
t = 132, completed file 3603
t = 133, completed file 7627
t = 217, completed file 476
t = 218, completed file 12773
t = 219, completed file 12695
t = 220, completed file 8102
t = 221, completed file 12920
t = 222, completed file 12996
t = 223, completed file 13072
t = 224, completed file 7954
t = 225, completed file 13186
t = 226, completed file 13239
t = 227, completed file 13284
t = 228, completed file 13367
t = 229, completed file 13414
t = 230, completed file 13495
t = 231, completed file 13539
t = 232, completed file 13507
t = 233, completed file 13629
t = 354, completed file 6754
t = 355, completed file 20951
t = 356, completed file 21061
t = 357, completed file 16194
t = 358, completed file 16054
t = 359, completed file 16032
t = 360, completed file 15940
t = 361, completed file 21345
t = 362, completed file 21400
t = 363, completed file 21469
t = 410, completed file 13142
t = 411, completed file 24231
t = 491, completed file 16418
t = 492, completed file 29188
t = 493, completed file 29165
t = 494, completed file 29292
t = 495, completed file 28719
t = 496, completed file 29450
t = 604, completed file 21122
t = 605, completed file 35873
t = 606, completed file 32583
t = 607, completed file 36098
t = 608, completed file 32465
t = 609, completed file 36239
t = 610, completed file 32255
t = 611, completed file 32210
t = 612, completed file 32197
t = 703, completed file 16329
t = 704, completed file 39853
t = 794, completed file 32820
t = 843, completed file 39883
t = 882, completed file 39867
t = 947, completed file 307
t = 963, completed file 39824
t = 1027, completed file 39694
t = 1041, completed file 4858
t = 1136, completed file 39720
t = 1148, completed file 39843
t = 1210, completed file 19818
t = 1219, completed file 2435
t = 1283, completed file 19700
t = 1356, completed file 9891
t = 1457, completed file 19098
t = 1564, completed file 39421
t = 1642, completed file 39531
t = 1725, completed file 19593
t = 1745, completed file 4918
t = 1800, completed file 39491
t = 1802, completed file 4832
t = 1807, completed file 39380
t = 1851, completed file 19596
t = 1857, completed file 9896
t = 1967, completed file 19889
t = 2090, completed file 38733
t = 2141, completed file 39322
t = 2192, completed file 19642
t = 2203, completed file 2441
t = 2313, completed file 19972
t = 2428, completed file 39188
t = 2535, completed file 36687
t = 2641, completed file 19626
t = 2708, completed file 19564
t = 2771, completed file 39158
t = 2840, completed file 9976
t = 2954, completed file 39090
t = 2963, completed file 19493
t = 2976, completed file 39086
t = 3007, completed file 9793
t = 3014, completed file 39471
t = 3114, completed file 9763
t = 3226, completed file 38746
t = 3312, completed file 39653
t = 3342, completed file 39105
t = 3390, completed file 19919
t = 3484, completed file 36164
t = 3546, completed file 10038
t = 3600, completed file 38720
t = 3650, completed file 38927
t = 3772, completed file 1209
t = 3777, completed file 38914
t = 3791, completed file 19373
t = 3807, completed file 4760
t = 3930, completed file 20339
t = 4030, completed file 5095
t = 4137, completed file 38555
t = 4172, completed file 18998
t = 4247, completed file 38533
t = 4346, completed file 19259
t = 4440, completed file 39181
t = 4491, completed file 9832
t = 4551, completed file 39
t = 4562, completed file 38684
t = 4604, completed file 19220
t = 4729, completed file 39603
t = 4847, completed file 9637
t = 4943, completed file 38364
t = 4968, completed file 9788
t = 5046, completed file 303
t = 5064, completed file 4799
t = 5145, completed file 38633
t = 5227, completed file 18618
t = 5244, completed file 19258
t = 5247, completed file 37959
t = 5344, completed file 2316
t = 5385, completed file 15800
t = 5481, completed file 38739
