t = 44, completed file 1
t = 45, completed file 975
t = 46, completed file 960
t = 47, completed file 696
t = 49, completed file 949
t = 51, completed file 914
t = 53, completed file 900
t = 55, completed file 876
t = 57, completed file 78
t = 59, completed file 486
t = 86, completed file 283
t = 200, completed file 615
t = 322, completed file 1229
t = 379, completed file 309
t = 438, completed file 300
t = 472, completed file 1145
t = 581, completed file 1172
t = 643, completed file 139
t = 695, completed file 603
t = 792, completed file 147
t = 910, completed file 562
t = 966, completed file 540
t = 1074, completed file 1076
t = 1169, completed file 1177
t = 1283, completed file 628
t = 1307, completed file 64
t = 1342, completed file 483
t = 1384, completed file 962
t = 1447, completed file 1132
t = 1504, completed file 1114
t = 1528, completed file 1111
t = 1573, completed file 1128
t = 1673, completed file 57
t = 1762, completed file 1143
t = 1879, completed file 576
t = 1953, completed file 114
t = 2067, completed file 903
t = 2098, completed file 1196
t = 2154, completed file 37
t = 2244, completed file 320
t = 2369, completed file 964
t = 2419, completed file 299
t = 2427, completed file 1231
t = 2542, completed file 627
t = 2667, completed file 943
t = 2705, completed file 1087
t = 2823, completed file 1152
t = 2927, completed file 539
t = 3051, completed file 1169
t = 3077, completed file 1091
t = 3151, completed file 1194
t = 3252, completed file 270
t = 3295, completed file 1110
t = 3352, completed file 230
t = 3445, completed file 400
t = 3528, completed file 12
t = 3639, completed file 1123
t = 3662, completed file 513
t = 3684, completed file 1139
t = 3725, completed file 221
t = 3741, completed file 955
t = 3796, completed file 312
t = 3844, completed file 826
t = 3876, completed file 944
t = 3984, completed file 880
t = 4060, completed file 693
t = 4109, completed file 690
t = 4115, completed file 632
t = 4198, completed file 417
t = 4260, completed file 368
t = 4301, completed file 559
t = 4365, completed file 1137
t = 4441, completed file 370
t = 4491, completed file 256
t = 4588, completed file 976
t = 4714, completed file 1124
t = 4795, completed file 164
t = 4878, completed file 1006
t = 4915, completed file 1241
t = 4972, completed file 733
t = 5019, completed file 213
t = 5070, completed file 210
t = 5105, completed file 860
t = 5140, completed file 386
t = 5215, completed file 118
t = 5313, completed file 102
t = 5400, completed file 1034
t = 5433, completed file 853
t = 5532, completed file 396
t = 5535, completed file 836
t = 5559, completed file 592
t = 5631, completed file 888
t = 5738, completed file 1227
t = 5785, completed file 342
t = 5843, completed file 1221
t = 5861, completed file 812
t = 5948, completed file 1165
t = 6000, completed file 688
t = 6073, completed file 157
t = 6143, completed file 1058
t = 6178, completed file 1233
t = 6209, completed file 440
t = 6312, completed file 11
t = 6382, completed file 831
t = 6403, completed file 626
t = 6424, completed file 843
t = 6437, completed file 251
t = 6505, completed file 15
t = 6632, completed file 533
t = 6657, completed file 780
t = 6673, completed file 68
t = 6677, completed file 1238
t = 6729, completed file 1214
t = 6761, completed file 731
t = 6834, completed file 1063
t = 6955, completed file 723
t = 7063, completed file 1012
t = 7102, completed file 1149
t = 7196, completed file 175
t = 7252, completed file 992
t = 7337, completed file 302
t = 7344, completed file 354
t = 7415, completed file 653
t = 7469, completed file 759
t = 7524, completed file 847
t = 7549, completed file 149
t = 7648, completed file 867
t = 7658, completed file 394
t = 7747, completed file 113
t = 7868, completed file 109
t = 7960, completed file 240
t = 8069, completed file 1146
t = 8144, completed file 981
t = 8226, completed file 908
t = 8267, completed file 841
t = 8369, completed file 1022
t = 8453, completed file 390
t = 8509, completed file 239
t = 8578, completed file 1112
t = 8670, completed file 1085
t = 8684, completed file 429
t = 8768, completed file 216
t = 8774, completed file 482
t = 8853, completed file 633
t = 8951, completed file 685
t = 9065, completed file 341
t = 9161, completed file 563
t = 9172, completed file 894
t = 9281, completed file 1126
t = 9360, completed file 751
t = 9470, completed file 81
t = 9483, completed file 643
t = 9489, completed file 832
t = 9502, completed file 255
t = 9593, completed file 905
t = 9682, completed file 191
t = 9806, completed file 987
t = 9892, completed file 234
t = 9915, completed file 462
t = 10002, completed file 875
t = 10019, completed file 1142
t = 10130, completed file 435
t = 10159, completed file 159
t = 10226, completed file 886
t = 10279, completed file 530
t = 10319, completed file 289
t = 10362, completed file 404
t = 10479, completed file 236
t = 10550, completed file 844
t = 10606, completed file 606
t = 10678, completed file 553
t = 10725, completed file 29
t = 10775, completed file 1059
t = 10865, completed file 1113
t = 10968, completed file 89
t = 11058, completed file 760
t = 11161, completed file 587
t = 11256, completed file 929
t = 11338, completed file 463
t = 11442, completed file 279
t = 11530, completed file 968
t = 11538, completed file 835
t = 11600, completed file 111
t = 11649, completed file 280
t = 11704, completed file 991
t = 11815, completed file 655
t = 11885, completed file 1106
t = 11983, completed file 287
t = 12100, completed file 365
t = 12223, completed file 529
t = 12274, completed file 921
t = 12376, completed file 794
t = 12492, completed file 375
t = 12514, completed file 339
t = 12639, completed file 225
t = 12674, completed file 1045
t = 12708, completed file 972
t = 12745, completed file 1067
t = 12785, completed file 952
t = 12839, completed file 708
t = 12887, completed file 1040
t = 12890, completed file 416
t = 12949, completed file 399
t = 12997, completed file 392
t = 13032, completed file 792
t = 13116, completed file 119
t = 13234, completed file 705
t = 13296, completed file 776
t = 13298, completed file 1195
t = 13323, completed file 845
t = 13401, completed file 226
t = 13408, completed file 1010
t = 13509, completed file 1077
t = 13595, completed file 188
t = 13675, completed file 407
t = 13794, completed file 131
t = 13902, completed file 865
t = 13963, completed file 956
t = 14072, completed file 678
t = 14151, completed file 138
t = 14190, completed file 744
t = 14272, completed file 630
t = 14363, completed file 985
t = 14471, completed file 958
t = 14561, completed file 611
t = 14623, completed file 797
t = 14635, completed file 2
t = 14691, completed file 508
t = 14718, completed file 96
t = 14816, completed file 552
t = 14830, completed file 594
t = 14924, completed file 1183
t = 14963, completed file 448
t = 15045, completed file 883
t = 15074, completed file 24
t = 15100, completed file 208
t = 15115, completed file 526
