t = 110, completed file 1
t = 111, completed file 6228
t = 112, completed file 6420
t = 113, completed file 6387
t = 114, completed file 6532
t = 115, completed file 6505
t = 116, completed file 3545
t = 117, completed file 3436
t = 118, completed file 6778
t = 119, completed file 3805
t = 120, completed file 3220
t = 121, completed file 3100
t = 122, completed file 6995
t = 123, completed file 7063
t = 124, completed file 3034
t = 125, completed file 429
t = 126, completed file 7242
t = 127, completed file 7318
t = 128, completed file 7316
t = 129, completed file 7402
t = 130, completed file 7304
t = 173, completed file 4090
t = 174, completed file 10107
t = 175, completed file 7884
t = 176, completed file 10262
t = 177, completed file 10312
t = 178, completed file 10336
t = 291, completed file 2044
t = 292, completed file 15921
t = 293, completed file 15856
t = 294, completed file 15797
t = 295, completed file 15362
t = 296, completed file 15284
t = 418, completed file 7503
t = 479, completed file 15930
t = 563, completed file 3943
t = 657, completed file 15876
t = 710, completed file 253
t = 803, completed file 3926
t = 830, completed file 7939
t = 925, completed file 15746
t = 1007, completed file 15897
t = 1036, completed file 15444
t = 1133, completed file 488
t = 1149, completed file 7911
t = 1150, completed file 14792
t = 1196, completed file 15382
t = 1297, completed file 15598
t = 1305, completed file 7790
t = 1312, completed file 15572
t = 1434, completed file 15669
t = 1518, completed file 3832
t = 1636, completed file 7833
t = 1684, completed file 7813
t = 1692, completed file 7901
t = 1697, completed file 15794
t = 1796, completed file 7859
t = 1853, completed file 15714
t = 1937, completed file 15502
t = 1986, completed file 7754
t = 2088, completed file 15438
t = 2109, completed file 15580
t = 2188, completed file 15581
t = 2290, completed file 7557
t = 2295, completed file 13975
t = 2356, completed file 13962
t = 2384, completed file 15466
t = 2405, completed file 3857
t = 2435, completed file 7279
t = 2455, completed file 15415
t = 2493, completed file 15554
t = 2499, completed file 7714
t = 2528, completed file 15424
t = 2529, completed file 15226
t = 2539, completed file 15895
t = 2607, completed file 3751
t = 2664, completed file 15138
t = 2680, completed file 14401
t = 2770, completed file 15118
t = 2888, completed file 7760
t = 2924, completed file 942
t = 3032, completed file 1017
t = 3095, completed file 15697
