t = 25, completed file 2
t = 26, completed file 1243
t = 27, completed file 1312
t = 28, completed file 1364
t = 29, completed file 734
t = 30, completed file 1306
t = 31, completed file 1550
t = 32, completed file 871
t = 33, completed file 1664
t = 34, completed file 1696
t = 35, completed file 904
t = 36, completed file 1818
t = 37, completed file 1907
t = 38, completed file 546
t = 39, completed file 596
t = 40, completed file 2078
t = 72, completed file 260
t = 73, completed file 3890
t = 74, completed file 3860
t = 75, completed file 3775
t = 76, completed file 3697
t = 118, completed file 1000
t = 119, completed file 6508
t = 120, completed file 6884
t = 121, completed file 6867
t = 152, completed file 4090
t = 153, completed file 8652
t = 154, completed file 8941
t = 155, completed file 8972
t = 156, completed file 8018
t = 157, completed file 9114
t = 281, completed file 4105
t = 282, completed file 16578
t = 283, completed file 16360
t = 284, completed file 16711
t = 285, completed file 16761
t = 286, completed file 15470
t = 287, completed file 15335
t = 351, completed file 9062
t = 352, completed file 20673
t = 353, completed file 20827
t = 354, completed file 20900
t = 355, completed file 20947
t = 385, completed file 16404
t = 386, completed file 22600
t = 479, completed file 16411
t = 480, completed file 28463
t = 481, completed file 28415
t = 482, completed file 28605
t = 483, completed file 28679
t = 593, completed file 20883
t = 594, completed file 35320
t = 595, completed file 32527
t = 596, completed file 32216
t = 597, completed file 32155
t = 598, completed file 32106
t = 599, completed file 32095
t = 600, completed file 35674
t = 601, completed file 35736
t = 721, completed file 2026
t = 722, completed file 39798
t = 801, completed file 32817
t = 898, completed file 39883
t = 961, completed file 9783
t = 1051, completed file 39843
t = 1100, completed file 39832
t = 1206, completed file 19844
t = 1318, completed file 39851
t = 1433, completed file 19839
t = 1489, completed file 39154
t = 1574, completed file 19794
t = 1584, completed file 9177
t = 1599, completed file 39615
t = 1724, completed file 39577
t = 1843, completed file 19779
t = 1912, completed file 39710
t = 2014, completed file 39623
t = 2124, completed file 38602
t = 2247, completed file 19693
t = 2268, completed file 4825
t = 2377, completed file 19670
t = 2477, completed file 9769
t = 2547, completed file 39288
t = 2638, completed file 19481
t = 2739, completed file 19663
t = 2789, completed file 2530
t = 2889, completed file 2434
t = 2996, completed file 9767
t = 3098, completed file 9548
t = 3114, completed file 19484
t = 3196, completed file 4881
t = 3295, completed file 39369
t = 3331, completed file 9806
t = 3392, completed file 2479
t = 3408, completed file 36271
t = 3525, completed file 39019
t = 3636, completed file 39198
t = 3647, completed file 19841
t = 3744, completed file 9892
t = 3762, completed file 38946
t = 3875, completed file 39011
t = 3953, completed file 19838
t = 3958, completed file 19543
t = 3960, completed file 2433
t = 4043, completed file 39034
t = 4101, completed file 19287
t = 4106, completed file 19641
t = 4170, completed file 19746
t = 4292, completed file 39752
t = 4330, completed file 17966
t = 4395, completed file 19893
t = 4467, completed file 38785
t = 4524, completed file 38194
