t = 52, completed file 1
t = 53, completed file 2841
t = 54, completed file 1836
t = 55, completed file 2991
t = 56, completed file 1415
t = 57, completed file 3111
t = 58, completed file 3090
t = 59, completed file 3189
t = 60, completed file 3288
t = 61, completed file 3324
t = 62, completed file 3416
t = 63, completed file 728
t = 64, completed file 3499
t = 65, completed file 806
t = 66, completed file 81
t = 67, completed file 1633
t = 68, completed file 3734
t = 126, completed file 232
t = 127, completed file 7250
t = 128, completed file 7232
t = 129, completed file 7433
t = 130, completed file 7500
t = 131, completed file 7519
t = 132, completed file 7473
t = 133, completed file 7221
t = 134, completed file 7729
t = 135, completed file 7794
t = 252, completed file 1020
t = 253, completed file 14517
t = 254, completed file 14920
t = 255, completed file 14487
t = 256, completed file 14418
t = 323, completed file 7863
t = 324, completed file 18759
t = 325, completed file 16158
t = 326, completed file 19252
t = 327, completed file 19294
t = 328, completed file 19363
t = 329, completed file 19404
t = 330, completed file 19487
t = 331, completed file 19519
t = 458, completed file 8209
t = 459, completed file 24678
t = 460, completed file 24401
t = 549, completed file 19382
t = 641, completed file 25022
t = 755, completed file 6269
t = 820, completed file 24969
t = 845, completed file 24967
t = 893, completed file 24762
t = 964, completed file 6209
t = 1062, completed file 24812
t = 1146, completed file 24918
t = 1209, completed file 24750
t = 1275, completed file 24874
t = 1328, completed file 12364
t = 1349, completed file 6174
t = 1476, completed file 12283
t = 1580, completed file 14228
t = 1657, completed file 24856
t = 1768, completed file 8119
t = 1805, completed file 494
t = 1818, completed file 12403
t = 1890, completed file 24744
t = 1920, completed file 12305
t = 2015, completed file 12842
t = 2067, completed file 24704
t = 2137, completed file 2001
t = 2261, completed file 6545
t = 2360, completed file 6719
t = 2472, completed file 24792
t = 2553, completed file 15972
t = 2605, completed file 13919
t = 2719, completed file 14005
t = 2790, completed file 12707
t = 2899, completed file 24755
t = 2999, completed file 6168
t = 3044, completed file 24567
t = 3066, completed file 4043
t = 3177, completed file 16184
t = 3282, completed file 12267
t = 3298, completed file 12454
t = 3314, completed file 16271
t = 3430, completed file 15804
t = 3451, completed file 24578
t = 3501, completed file 24606
t = 3580, completed file 13140
t = 3696, completed file 7883
t = 3726, completed file 6230
t = 3752, completed file 6069
t = 3838, completed file 6727
t = 3961, completed file 3218
t = 4000, completed file 24726
t = 4039, completed file 23963
t = 4152, completed file 6553
t = 4163, completed file 12670
t = 4274, completed file 6280
t = 4325, completed file 6521
t = 4361, completed file 6153
t = 4377, completed file 15668
t = 4401, completed file 24770
t = 4458, completed file 23931
t = 4540, completed file 8024
t = 4625, completed file 13247
t = 4716, completed file 6615
t = 4763, completed file 15032
t = 4835, completed file 24374
t = 4950, completed file 14067
t = 4980, completed file 21989
t = 5008, completed file 1881
t = 5129, completed file 6198
t = 5170, completed file 6969
t = 5242, completed file 24555
t = 5287, completed file 22113
t = 5388, completed file 12705
t = 5441, completed file 12544
t = 5444, completed file 15719
t = 5557, completed file 1935
t = 5668, completed file 12928
t = 5776, completed file 909
t = 5795, completed file 3974
t = 5855, completed file 15656
t = 5913, completed file 465
t = 5988, completed file 6741
t = 6114, completed file 16142
t = 6117, completed file 5923
t = 6211, completed file 23838
t = 6252, completed file 3558
t = 6344, completed file 3112
t = 6385, completed file 13046
t = 6455, completed file 3133
t = 6501, completed file 24362
