t = 53, completed file 1
t = 54, completed file 2530
t = 55, completed file 2991
t = 56, completed file 1828
t = 57, completed file 278
t = 58, completed file 3172
t = 59, completed file 3184
t = 60, completed file 1715
t = 61, completed file 686
t = 62, completed file 1476
t = 63, completed file 863
t = 64, completed file 194
t = 65, completed file 3600
t = 66, completed file 1676
t = 67, completed file 35
t = 68, completed file 3766
t = 69, completed file 3837
t = 70, completed file 3836
t = 71, completed file 3797
t = 132, completed file 31
t = 133, completed file 7599
t = 134, completed file 7382
t = 135, completed file 7756
t = 136, completed file 7275
t = 263, completed file 251
t = 264, completed file 15515
t = 265, completed file 15595
t = 266, completed file 15556
t = 267, completed file 15321
t = 268, completed file 14694
t = 343, completed file 7920
t = 402, completed file 15841
t = 477, completed file 15935
t = 484, completed file 15921
t = 505, completed file 8190
t = 562, completed file 3941
t = 604, completed file 15759
t = 723, completed file 8150
t = 798, completed file 493
t = 830, completed file 15876
t = 860, completed file 15726
t = 965, completed file 7886
t = 999, completed file 15356
t = 1001, completed file 15863
t = 1066, completed file 15777
t = 1137, completed file 15377
t = 1245, completed file 7951
t = 1312, completed file 15539
t = 1421, completed file 15570
t = 1505, completed file 15849
t = 1580, completed file 3938
t = 1679, completed file 15585
t = 1717, completed file 15637
t = 1809, completed file 15609
t = 1862, completed file 15755
t = 1865, completed file 3694
t = 1928, completed file 7828
t = 1969, completed file 15619
t = 2007, completed file 15387
t = 2028, completed file 7764
t = 2071, completed file 8160
t = 2143, completed file 980
t = 2161, completed file 15247
t = 2283, completed file 3776
t = 2385, completed file 13909
t = 2406, completed file 15243
t = 2463, completed file 3866
t = 2532, completed file 15560
t = 2579, completed file 253
t = 2623, completed file 15797
t = 2640, completed file 3838
t = 2658, completed file 246
t = 2709, completed file 15520
t = 2787, completed file 15836
t = 2835, completed file 7297
t = 2873, completed file 8113
t = 2997, completed file 1848
t = 3085, completed file 14310
t = 3093, completed file 14914
t = 3193, completed file 1874
t = 3281, completed file 1854
t = 3317, completed file 8193
t = 3436, completed file 7897
t = 3521, completed file 14849
t = 3579, completed file 14967
t = 3661, completed file 3774
t = 3710, completed file 7810
t = 3747, completed file 15684
t = 3812, completed file 14403
t = 3868, completed file 7703
t = 3888, completed file 1833
t = 3905, completed file 14992
t = 4014, completed file 3726
t = 4030, completed file 15181
t = 4152, completed file 7988
t = 4222, completed file 14039
t = 4274, completed file 14581
t = 4392, completed file 1792
t = 4451, completed file 15360
t = 4506, completed file 434
t = 4614, completed file 3756
t = 4718, completed file 15335
t = 4723, completed file 3747
t = 4726, completed file 15090
t = 4800, completed file 14555
t = 4880, completed file 977
t = 4905, completed file 15654
t = 4937, completed file 14786
t = 5015, completed file 15309
t = 5101, completed file 13575
t = 5201, completed file 14506
t = 5322, completed file 14305
t = 5378, completed file 14108
t = 5497, completed file 7446
t = 5589, completed file 3629
t = 5702, completed file 7039
t = 5777, completed file 3827
t = 5850, completed file 14801
t = 5867, completed file 13281
t = 5902, completed file 15502
t = 5921, completed file 1756
t = 5976, completed file 7762
t = 6006, completed file 14895
t = 6058, completed file 14728
t = 6176, completed file 6984
t = 6192, completed file 3599
t = 6269, completed file 7659
t = 6335, completed file 6638
t = 6368, completed file 3118
t = 6445, completed file 6917
t = 6547, completed file 14539
t = 6572, completed file 15079
t = 6691, completed file 913
t = 6789, completed file 14823
t = 6864, completed file 3603
t = 6891, completed file 13922
t = 7018, completed file 6818
t = 7109, completed file 1762
t = 7167, completed file 13879
t = 7220, completed file 14888
t = 7285, completed file 8073
t = 7303, completed file 15458
t = 7417, completed file 13574
t = 7466, completed file 3592
t = 7509, completed file 6306
t = 7618, completed file 14065
t = 7723, completed file 14596
t = 7799, completed file 423
t = 7820, completed file 6296
t = 7877, completed file 15025
t = 7895, completed file 6997
t = 7983, completed file 3840
t = 8044, completed file 7443
t = 8076, completed file 1979
t = 8090, completed file 6237
t = 8104, completed file 12470
t = 8138, completed file 6901
t = 8149, completed file 15065
t = 8159, completed file 502
t = 8219, completed file 3579
t = 8326, completed file 730
t = 8345, completed file 14242
t = 8382, completed file 1914
t = 8432, completed file 14542
t = 8481, completed file 15434
t = 8535, completed file 8050
t = 8581, completed file 15763
t = 8601, completed file 3260
t = 8696, completed file 457
t = 8791, completed file 1838
t = 8850, completed file 7722
t = 8878, completed file 7126
t = 8944, completed file 12450
t = 9026, completed file 13371
t = 9077, completed file 15822
t = 9130, completed file 14515
t = 9231, completed file 13725
t = 9241, completed file 7638
t = 9249, completed file 14637
t = 9359, completed file 7593
t = 9363, completed file 13029
t = 9461, completed file 3251
t = 9586, completed file 15283
t = 9682, completed file 14900
t = 9755, completed file 7226
t = 9848, completed file 14835
t = 9926, completed file 6344
t = 10051, completed file 13381
t = 10127, completed file 6312
t = 10132, completed file 2755
t = 10162, completed file 12040
t = 10264, completed file 6986
t = 10329, completed file 13732
t = 10408, completed file 12557
t = 10459, completed file 3815
t = 10474, completed file 7379
t = 10485, completed file 3326
t = 10505, completed file 3338
t = 10550, completed file 14587
t = 10588, completed file 15913
t = 10711, completed file 12919
t = 10804, completed file 12142
t = 10827, completed file 6427
t = 10954, completed file 782
t = 10994, completed file 12312
t = 11072, completed file 14532
t = 11116, completed file 6117
t = 11168, completed file 12239
t = 11181, completed file 15754
t = 11257, completed file 7813
t = 11323, completed file 7974
t = 11439, completed file 13756
t = 11555, completed file 12204
t = 11597, completed file 3645
t = 11602, completed file 12010
t = 11716, completed file 5990
t = 11780, completed file 1022
t = 11850, completed file 483
t = 11894, completed file 6244
t = 11929, completed file 15761
t = 12050, completed file 3475
t = 12153, completed file 7476
t = 12270, completed file 15009
t = 12350, completed file 7390
t = 12371, completed file 7131
t = 12453, completed file 14612
t = 12486, completed file 14692
t = 12579, completed file 12440
t = 12605, completed file 13459
t = 12712, completed file 3588
t = 12827, completed file 2010
t = 12926, completed file 11915
t = 12950, completed file 2908
t = 12982, completed file 14897
t = 13058, completed file 903
t = 13163, completed file 1636
t = 13289, completed file 1951
t = 13356, completed file 6721
t = 13397, completed file 13650
t = 13443, completed file 9863
t = 13508, completed file 5357
t = 13518, completed file 1011
t = 13593, completed file 7698
t = 13711, completed file 5120
t = 13719, completed file 7312
t = 13782, completed file 14616
t = 13900, completed file 15222
t = 14027, completed file 3541
t = 14106, completed file 12801
t = 14117, completed file 6511
t = 14236, completed file 13020
t = 14315, completed file 108
t = 14343, completed file 11357
t = 14426, completed file 3703
t = 14551, completed file 5305
t = 14658, completed file 6658
t = 14777, completed file 1763
t = 14896, completed file 3405
t = 14973, completed file 6796
t = 14985, completed file 15273
t = 15030, completed file 15264
t = 15038, completed file 14870
t = 15113, completed file 7410
t = 15223, completed file 2491
t = 15234, completed file 5806
t = 15294, completed file 11609
t = 15418, completed file 6794
t = 15502, completed file 1566
t = 15623, completed file 15813
t = 15708, completed file 14087
t = 15727, completed file 4091
t = 15772, completed file 14315
t = 15847, completed file 13547
t = 15856, completed file 15129
t = 15942, completed file 15081
t = 16035, completed file 5458
t = 16085, completed file 1767
t = 16165, completed file 13620
t = 16206, completed file 7242
t = 16207, completed file 6534
t = 16224, completed file 7541
t = 16333, completed file 12438
t = 16458, completed file 10950
t = 16518, completed file 15193
t = 16578, completed file 13729
t = 16684, completed file 3830
t = 16697, completed file 14955
t = 16735, completed file 7273
t = 16800, completed file 1584
t = 16844, completed file 1155
t = 16924, completed file 13428
t = 16939, completed file 7773
t = 17037, completed file 7399
t = 17140, completed file 5541
t = 17261, completed file 12688
t = 17283, completed file 5510
t = 17381, completed file 3606
t = 17400, completed file 14008
t = 17494, completed file 5356
t = 17565, completed file 329
t = 17624, completed file 5266
t = 17641, completed file 15519
t = 17755, completed file 8711
t = 17871, completed file 13521
t = 17942, completed file 3371
t = 17970, completed file 7224
t = 18014, completed file 13201
t = 18078, completed file 14239
t = 18116, completed file 13629
t = 18205, completed file 6110
t = 18239, completed file 10608
t = 18306, completed file 15779
t = 18382, completed file 12120
t = 18499, completed file 14688
t = 18535, completed file 10123
t = 18649, completed file 14333
t = 18712, completed file 8211
t = 18766, completed file 3785
t = 18838, completed file 7436
t = 18915, completed file 1778
t = 19034, completed file 974
t = 19075, completed file 9949
t = 19196, completed file 14791
t = 19312, completed file 1737
t = 19393, completed file 6810
t = 19430, completed file 13346
t = 19497, completed file 2432
t = 19551, completed file 8164
t = 19561, completed file 5320
t = 19660, completed file 10637
t = 19717, completed file 6662
t = 19819, completed file 7570
t = 19843, completed file 4837
t = 19903, completed file 5023
t = 19956, completed file 4818
t = 20012, completed file 15077
t = 20017, completed file 13733
t = 20093, completed file 6325
t = 20203, completed file 13156
t = 20211, completed file 6151
t = 20220, completed file 12300
t = 20268, completed file 815
t = 20331, completed file 5663
t = 20379, completed file 8578
t = 20503, completed file 4099
t = 20630, completed file 15014
t = 20754, completed file 113
t = 20819, completed file 6124
t = 20921, completed file 2398
t = 20950, completed file 6498
t = 21052, completed file 14748
t = 21114, completed file 4797
t = 21162, completed file 9149
t = 21215, completed file 12628
t = 21324, completed file 7556
t = 21444, completed file 6906
t = 21458, completed file 6445
t = 21575, completed file 12886
t = 21615, completed file 14291
t = 21635, completed file 4645
t = 21665, completed file 14777
t = 21721, completed file 12943
t = 21832, completed file 10412
t = 21851, completed file 3717
t = 21925, completed file 12362
t = 21974, completed file 10737
t = 22083, completed file 12423
t = 22115, completed file 804
t = 22197, completed file 3479
t = 22278, completed file 11283
t = 22353, completed file 6995
t = 22379, completed file 774
t = 22499, completed file 9387
t = 22537, completed file 13111
t = 22540, completed file 12722
t = 22581, completed file 3146
t = 22585, completed file 12960
t = 22623, completed file 14272
t = 22660, completed file 15714
t = 22770, completed file 10814
t = 22861, completed file 2184
t = 22914, completed file 2721
t = 22963, completed file 13764
t = 23032, completed file 10066
t = 23105, completed file 2345
t = 23170, completed file 5275
t = 23183, completed file 3203
t = 23226, completed file 3209
t = 23264, completed file 6649
t = 23277, completed file 7620
t = 23286, completed file 931
t = 23384, completed file 12441
t = 23469, completed file 15633
t = 23528, completed file 2866
t = 23613, completed file 6247
t = 23739, completed file 5598
t = 23811, completed file 1015
t = 23831, completed file 10677
t = 23845, completed file 10543
t = 23958, completed file 5255
t = 23969, completed file 2286
t = 24053, completed file 6515
t = 24070, completed file 3746
t = 24147, completed file 8344
t = 24177, completed file 10808
t = 24187, completed file 1910
t = 24210, completed file 12687
t = 24264, completed file 3543
t = 24345, completed file 105
t = 24433, completed file 7641
t = 24437, completed file 1824
t = 24512, completed file 14621
t = 24515, completed file 12547
t = 24554, completed file 735
t = 24624, completed file 3076
t = 24630, completed file 384
t = 24636, completed file 11986
t = 24647, completed file 12636
t = 24670, completed file 12305
t = 24708, completed file 2760
t = 24777, completed file 13131
t = 24811, completed file 6227
t = 24879, completed file 15142
t = 24884, completed file 3240
t = 24913, completed file 8192
t = 24951, completed file 10954
t = 24968, completed file 794
t = 25042, completed file 15807
t = 25135, completed file 12181
t = 25169, completed file 5729
t = 25273, completed file 13191
t = 25373, completed file 1965
t = 25454, completed file 5450
t = 25469, completed file 8505
t = 25576, completed file 3189
t = 25615, completed file 15170
t = 25618, completed file 12995
t = 25735, completed file 12634
t = 25811, completed file 6098
t = 25820, completed file 11112
t = 25914, completed file 13384
t = 26037, completed file 585
t = 26077, completed file 7889
t = 26096, completed file 13288
t = 26212, completed file 10488
t = 26332, completed file 6106
t = 26367, completed file 15804
t = 26401, completed file 2017
t = 26405, completed file 11581
t = 26440, completed file 5757
t = 26509, completed file 10182
t = 26621, completed file 6434
t = 26630, completed file 11386
t = 26663, completed file 5678
t = 26741, completed file 9333
t = 26825, completed file 6301
t = 26864, completed file 11312
t = 26947, completed file 5971
t = 27002, completed file 10566
t = 27015, completed file 13933
t = 27078, completed file 6952
t = 27205, completed file 13948
t = 27211, completed file 15206
t = 27337, completed file 15209
t = 27351, completed file 9672
t = 27378, completed file 9659
t = 27459, completed file 12811
t = 27554, completed file 63
t = 27573, completed file 11629
t = 27609, completed file 2038
t = 27735, completed file 12292
t = 27805, completed file 15532
t = 27847, completed file 6609
t = 27878, completed file 3162
t = 27939, completed file 6862
t = 27991, completed file 13869
t = 28049, completed file 6311
t = 28102, completed file 3533
t = 28165, completed file 12570
t = 28290, completed file 6443
t = 28415, completed file 12337
t = 28521, completed file 2180
t = 28554, completed file 8020
t = 28586, completed file 6350
t = 28674, completed file 15250
t = 28749, completed file 13180
t = 28834, completed file 14139
t = 28858, completed file 3730
t = 28860, completed file 12558
t = 28883, completed file 6349
t = 29004, completed file 792
t = 29085, completed file 15555
t = 29204, completed file 10561
t = 29321, completed file 10226
t = 29413, completed file 8095
t = 29504, completed file 6623
t = 29580, completed file 12468
t = 29593, completed file 7248
t = 29619, completed file 15035
t = 29730, completed file 3284
t = 29848, completed file 10301
t = 29954, completed file 10396
t = 30026, completed file 3473
t = 30117, completed file 12137
t = 30174, completed file 2694
t = 30271, completed file 12889
t = 30314, completed file 9713
t = 30375, completed file 6767
t = 30414, completed file 14623
t = 30486, completed file 13477
t = 30608, completed file 13988
t = 30721, completed file 10121
t = 30790, completed file 11037
t = 30873, completed file 2879
t = 30990, completed file 12871
t = 31077, completed file 5445
t = 31138, completed file 11559
t = 31214, completed file 1865
t = 31230, completed file 12357
t = 31258, completed file 12613
t = 31286, completed file 8690
t = 31352, completed file 5218
t = 31394, completed file 10853
t = 31486, completed file 11934
t = 31507, completed file 9010
t = 31576, completed file 10172
t = 31588, completed file 14726
t = 31685, completed file 7276
t = 31789, completed file 10838
t = 31873, completed file 107
t = 31963, completed file 15018
t = 31982, completed file 14193
t = 32024, completed file 1309
t = 32067, completed file 13291
t = 32073, completed file 9873
t = 32092, completed file 4897
t = 32157, completed file 10914
t = 32252, completed file 14932
t = 32292, completed file 14696
t = 32337, completed file 1215
t = 32425, completed file 13367
t = 32496, completed file 12350
t = 32597, completed file 13640
t = 32698, completed file 6905
t = 32774, completed file 8004
t = 32882, completed file 3170
t = 32924, completed file 13024
t = 32998, completed file 1657
t = 33110, completed file 1995
t = 33202, completed file 12325
t = 33253, completed file 13949
t = 33365, completed file 8358
t = 33479, completed file 1005
t = 33556, completed file 15899
t = 33679, completed file 6772
t = 33754, completed file 9647
t = 33800, completed file 3375
t = 33896, completed file 5198
t = 33969, completed file 12446
t = 34013, completed file 3889
t = 34090, completed file 5561
t = 34123, completed file 1247
t = 34200, completed file 10834
t = 34230, completed file 8105
t = 34324, completed file 3701
t = 34435, completed file 14949
t = 34540, completed file 10840
t = 34564, completed file 4811
t = 34579, completed file 11239
t = 34700, completed file 4233
t = 34799, completed file 3279
t = 34916, completed file 13315
t = 34934, completed file 4075
t = 34942, completed file 9275
t = 34998, completed file 4617
t = 35114, completed file 11031
t = 35185, completed file 3995
t = 35259, completed file 14831
t = 35261, completed file 6705
t = 35358, completed file 13405
t = 35405, completed file 13703
t = 35490, completed file 3175
t = 35575, completed file 11776
t = 35680, completed file 13625
t = 35759, completed file 12860
t = 35761, completed file 2225
t = 35838, completed file 10218
t = 35914, completed file 12966
t = 35995, completed file 95
t = 36089, completed file 12942
t = 36125, completed file 7905
t = 36187, completed file 768
t = 36284, completed file 14602
t = 36411, completed file 12257
t = 36491, completed file 15182
t = 36612, completed file 8289
t = 36709, completed file 7212
t = 36802, completed file 6568
t = 36925, completed file 10086
t = 37023, completed file 3617
t = 37050, completed file 14076
t = 37150, completed file 1605
t = 37171, completed file 6189
t = 37262, completed file 4571
t = 37326, completed file 7235
t = 37428, completed file 13208
t = 37530, completed file 10966
t = 37538, completed file 8165
t = 37593, completed file 1554
t = 37596, completed file 13744
t = 37626, completed file 7426
t = 37634, completed file 14924
t = 37678, completed file 7447
t = 37765, completed file 13525
t = 37771, completed file 857
t = 37833, completed file 13734
t = 37900, completed file 6095
t = 37904, completed file 10398
t = 37927, completed file 2576
t = 38034, completed file 9565
t = 38046, completed file 13941
t = 38161, completed file 14962
t = 38216, completed file 14708
t = 38255, completed file 3374
t = 38301, completed file 8670
t = 38422, completed file 4570
t = 38455, completed file 13952
t = 38582, completed file 14154
t = 38617, completed file 7837
t = 38651, completed file 13835
t = 38727, completed file 10515
t = 38850, completed file 6078
t = 38907, completed file 10736
t = 39009, completed file 3108
t = 39022, completed file 814
t = 39068, completed file 13186
t = 39084, completed file 6823
t = 39090, completed file 4260
t = 39172, completed file 8517
t = 39247, completed file 1790
t = 39286, completed file 2114
t = 39364, completed file 4454
t = 39419, completed file 9932
t = 39517, completed file 7251
t = 39541, completed file 9685
t = 39551, completed file 6524
t = 39616, completed file 12938
t = 39629, completed file 7105
t = 39705, completed file 6987
t = 39814, completed file 10631
t = 39922, completed file 2612
t = 40017, completed file 10493
t = 40103, completed file 14162
t = 40141, completed file 15388
t = 40200, completed file 2162
t = 40237, completed file 2274
t = 40325, completed file 3334
t = 40451, completed file 14469
t = 40570, completed file 12702
t = 40688, completed file 2849
t = 40739, completed file 6635
t = 40780, completed file 3654
t = 40830, completed file 10404
t = 40921, completed file 4583
t = 41033, completed file 11944
t = 41135, completed file 2160
t = 41238, completed file 6281
t = 41268, completed file 11697
t = 41303, completed file 1859
t = 41306, completed file 2132
t = 41390, completed file 280
t = 41445, completed file 14062
t = 41552, completed file 15702
t = 41554, completed file 8749
t = 41650, completed file 13722
t = 41705, completed file 12721
t = 41730, completed file 5665
t = 41739, completed file 4458
t = 41762, completed file 8911
t = 41846, completed file 4918
t = 41881, completed file 12840
t = 41910, completed file 13958
t = 42024, completed file 13656
t = 42092, completed file 11693
t = 42207, completed file 3430
t = 42241, completed file 12766
t = 42268, completed file 7396
t = 42330, completed file 8048
t = 42403, completed file 8369
t = 42475, completed file 3035
t = 42553, completed file 2186
t = 42655, completed file 12012
t = 42737, completed file 13954
t = 42814, completed file 3864
t = 42913, completed file 11517
t = 42995, completed file 3921
t = 43056, completed file 9992
t = 43096, completed file 4903
t = 43144, completed file 15662
t = 43210, completed file 15138
t = 43259, completed file 12368
t = 43367, completed file 14982
t = 43456, completed file 5899
t = 43461, completed file 12171
t = 43535, completed file 14005
t = 43582, completed file 817
t = 43703, completed file 6927
t = 43744, completed file 6926
t = 43776, completed file 10215
t = 43850, completed file 5887
t = 43913, completed file 15915
t = 43972, completed file 1748
t = 44012, completed file 853
t = 44134, completed file 7898
t = 44212, completed file 9355
t = 44314, completed file 3364
t = 44352, completed file 8484
t = 44372, completed file 15904
t = 44478, completed file 14269
t = 44592, completed file 14391
t = 44688, completed file 10701
t = 44759, completed file 3714
t = 44868, completed file 11122
t = 44923, completed file 2646
t = 44977, completed file 10630
t = 44995, completed file 15122
t = 45068, completed file 1275
