t = 23, completed file 1
t = 24, completed file 961
t = 25, completed file 887
t = 26, completed file 872
t = 27, completed file 333
t = 28, completed file 467
t = 29, completed file 424
t = 30, completed file 189
t = 31, completed file 283
t = 32, completed file 255
t = 34, completed file 1630
t = 35, completed file 1759
t = 37, completed file 1850
t = 38, completed file 1874
t = 39, completed file 2043
t = 57, completed file 218
t = 58, completed file 2810
t = 114, completed file 504
t = 115, completed file 6517
t = 116, completed file 6610
t = 117, completed file 6298
t = 118, completed file 6769
t = 119, completed file 6822
t = 120, completed file 3674
t = 121, completed file 6944
t = 209, completed file 128
t = 210, completed file 7265
t = 211, completed file 7229
t = 212, completed file 7190
t = 295, completed file 3310
t = 411, completed file 7353
t = 492, completed file 1829
t = 586, completed file 7322
t = 702, completed file 448
t = 807, completed file 7310
t = 844, completed file 993
t = 941, completed file 7242
t = 962, completed file 7267
t = 1067, completed file 3612
t = 1115, completed file 1957
t = 1180, completed file 7290
t = 1227, completed file 56
t = 1282, completed file 1000
t = 1379, completed file 1804
t = 1432, completed file 1808
t = 1545, completed file 3583
t = 1584, completed file 1766
t = 1640, completed file 3740
t = 1757, completed file 6975
t = 1842, completed file 7218
t = 1953, completed file 404
t = 2014, completed file 980
t = 2116, completed file 435
t = 2205, completed file 6887
t = 2290, completed file 1838
t = 2307, completed file 1762
t = 2359, completed file 7120
t = 2390, completed file 3892
t = 2434, completed file 7017
t = 2477, completed file 7060
t = 2559, completed file 1511
t = 2625, completed file 390
t = 2702, completed file 7011
t = 2721, completed file 836
t = 2768, completed file 807
t = 2844, completed file 1790
t = 2970, completed file 7133
t = 3075, completed file 6974
t = 3116, completed file 837
t = 3222, completed file 4063
t = 3330, completed file 6738
t = 3354, completed file 5673
t = 3383, completed file 6925
t = 3419, completed file 3495
t = 3537, completed file 6897
t = 3628, completed file 4017
t = 3717, completed file 6747
t = 3764, completed file 6401
t = 3837, completed file 3573
t = 3893, completed file 1617
t = 3974, completed file 948
t = 3983, completed file 1867
t = 4023, completed file 3859
t = 4040, completed file 6320
t = 4132, completed file 1977
t = 4192, completed file 850
t = 4302, completed file 768
t = 4418, completed file 7209
t = 4484, completed file 1323
t = 4537, completed file 6759
t = 4540, completed file 6218
t = 4611, completed file 3321
t = 4630, completed file 3851
t = 4702, completed file 2010
t = 4825, completed file 6535
t = 4832, completed file 1621
t = 4838, completed file 3580
t = 4940, completed file 1562
t = 4967, completed file 4013
t = 5082, completed file 6667
t = 5139, completed file 3572
t = 5156, completed file 3173
t = 5196, completed file 6591
t = 5249, completed file 3240
t = 5326, completed file 1021
t = 5352, completed file 3860
t = 5368, completed file 3224
t = 5489, completed file 6601
t = 5516, completed file 349
t = 5544, completed file 7335
t = 5556, completed file 3681
t = 5576, completed file 7321
t = 5678, completed file 6025
t = 5802, completed file 3656
t = 5866, completed file 1535
t = 5982, completed file 5721
t = 6074, completed file 3611
t = 6077, completed file 5084
t = 6111, completed file 2517
t = 6192, completed file 195
t = 6313, completed file 6481
t = 6343, completed file 3120
t = 6466, completed file 7077
t = 6470, completed file 6032
t = 6558, completed file 6020
t = 6615, completed file 1928
t = 6663, completed file 5954
t = 6779, completed file 1941
t = 6898, completed file 3027
t = 6955, completed file 6865
t = 6963, completed file 6106
t = 6996, completed file 2998
t = 7090, completed file 6572
t = 7179, completed file 3779
t = 7197, completed file 4043
t = 7323, completed file 6641
t = 7408, completed file 6921
t = 7440, completed file 7193
t = 7447, completed file 5968
t = 7523, completed file 2985
t = 7608, completed file 6976
t = 7697, completed file 2850
t = 7730, completed file 3629
t = 7733, completed file 3496
t = 7738, completed file 5912
t = 7836, completed file 3200
t = 7959, completed file 2033
t = 8042, completed file 1970
t = 8120, completed file 6625
t = 8227, completed file 6616
t = 8345, completed file 5477
t = 8456, completed file 3203
t = 8518, completed file 2788
t = 8541, completed file 5777
t = 8557, completed file 3458
t = 8569, completed file 6536
t = 8683, completed file 3273
t = 8740, completed file 2747
t = 8788, completed file 4079
t = 8837, completed file 2736
t = 8916, completed file 5173
t = 8939, completed file 1238
t = 9036, completed file 5290
t = 9099, completed file 7086
t = 9148, completed file 6324
t = 9264, completed file 5407
t = 9383, completed file 3414
t = 9427, completed file 7005
t = 9543, completed file 1923
t = 9593, completed file 3353
t = 9683, completed file 2948
t = 9742, completed file 1911
t = 9839, completed file 7203
t = 9872, completed file 3377
t = 9949, completed file 5140
t = 9996, completed file 2945
t = 10120, completed file 5701
t = 10200, completed file 224
t = 10204, completed file 7164
t = 10223, completed file 3564
t = 10226, completed file 6969
t = 10313, completed file 866
t = 10426, completed file 5860
t = 10518, completed file 3663
t = 10635, completed file 6776
t = 10696, completed file 6508
t = 10786, completed file 336
t = 10894, completed file 5822
t = 10960, completed file 6155
t = 10992, completed file 2663
t = 11021, completed file 1614
t = 11126, completed file 5946
t = 11232, completed file 3141
t = 11276, completed file 2820
t = 11316, completed file 4364
t = 11432, completed file 376
t = 11484, completed file 3298
t = 11552, completed file 3637
t = 11635, completed file 674
t = 11657, completed file 938
t = 11764, completed file 62
t = 11884, completed file 5369
t = 11976, completed file 6864
t = 12032, completed file 4734
t = 12047, completed file 824
t = 12111, completed file 3387
t = 12159, completed file 285
t = 12233, completed file 418
t = 12245, completed file 6281
t = 12316, completed file 6267
t = 12375, completed file 1506
t = 12417, completed file 1389
t = 12477, completed file 4687
t = 12481, completed file 289
t = 12558, completed file 2783
t = 12586, completed file 6779
t = 12662, completed file 3733
t = 12671, completed file 6426
t = 12791, completed file 1608
t = 12874, completed file 5039
t = 12999, completed file 6238
t = 13007, completed file 3254
t = 13015, completed file 6479
t = 13045, completed file 421
t = 13062, completed file 1007
t = 13147, completed file 6397
t = 13154, completed file 576
t = 13174, completed file 1223
t = 13180, completed file 7116
t = 13220, completed file 6561
t = 13255, completed file 6483
t = 13324, completed file 3311
t = 13400, completed file 6754
t = 13493, completed file 2333
t = 13538, completed file 698
t = 13637, completed file 2763
t = 13726, completed file 6134
t = 13762, completed file 3976
t = 13882, completed file 5050
t = 13998, completed file 3762
t = 14043, completed file 96
t = 14131, completed file 675
t = 14240, completed file 3529
t = 14333, completed file 1765
t = 14342, completed file 1028
t = 14351, completed file 155
t = 14465, completed file 209
t = 14520, completed file 6132
t = 14628, completed file 2709
t = 14688, completed file 1487
t = 14748, completed file 5028
t = 14780, completed file 3181
t = 14865, completed file 5944
t = 14887, completed file 7339
t = 14954, completed file 990
t = 14960, completed file 3244
t = 15029, completed file 393
t = 15128, completed file 1015
t = 15133, completed file 4928
t = 15170, completed file 6474
t = 15184, completed file 754
t = 15283, completed file 5442
t = 15359, completed file 4610
t = 15486, completed file 3075
t = 15602, completed file 6924
t = 15619, completed file 4824
t = 15622, completed file 3937
t = 15664, completed file 3926
t = 15785, completed file 2899
t = 15847, completed file 668
t = 15943, completed file 2946
t = 16020, completed file 1770
t = 16128, completed file 6758
t = 16205, completed file 1120
t = 16277, completed file 4357
t = 16346, completed file 484
t = 16429, completed file 5091
t = 16507, completed file 2407
t = 16591, completed file 6825
t = 16707, completed file 3549
t = 16736, completed file 7126
t = 16834, completed file 7250
t = 16881, completed file 394
t = 16924, completed file 3275
t = 16989, completed file 3396
t = 17020, completed file 7100
t = 17082, completed file 2113
t = 17185, completed file 168
t = 17198, completed file 5123
t = 17240, completed file 77
t = 17316, completed file 6269
t = 17399, completed file 1681
t = 17432, completed file 1590
t = 17492, completed file 5329
t = 17577, completed file 5420
t = 17654, completed file 6351
t = 17776, completed file 5099
t = 17901, completed file 7232
t = 17930, completed file 4529
