t = 38, completed file 1
t = 39, completed file 1792
t = 40, completed file 2083
t = 41, completed file 2151
t = 42, completed file 840
t = 43, completed file 824
t = 44, completed file 1738
t = 45, completed file 1681
t = 46, completed file 2438
t = 47, completed file 2520
t = 48, completed file 1413
t = 49, completed file 2629
t = 50, completed file 2686
t = 51, completed file 2749
t = 52, completed file 2726
t = 53, completed file 733
t = 87, completed file 316
t = 88, completed file 4974
t = 89, completed file 5044
t = 90, completed file 5099
t = 91, completed file 3623
t = 92, completed file 5188
t = 135, completed file 2034
t = 136, completed file 7109
t = 137, completed file 6732
t = 232, completed file 2046
t = 309, completed file 7354
t = 388, completed file 1825
t = 457, completed file 7321
t = 490, completed file 7101
t = 613, completed file 7323
t = 635, completed file 7263
t = 734, completed file 6905
t = 783, completed file 1984
t = 798, completed file 7211
t = 883, completed file 1791
t = 985, completed file 7236
t = 1063, completed file 3853
t = 1067, completed file 3808
t = 1153, completed file 3811
t = 1245, completed file 918
t = 1372, completed file 7332
t = 1479, completed file 1988
t = 1536, completed file 3605
t = 1569, completed file 7255
t = 1646, completed file 884
t = 1763, completed file 7145
t = 1882, completed file 3816
t = 2008, completed file 3476
t = 2103, completed file 3614
t = 2131, completed file 3568
t = 2174, completed file 3904
t = 2222, completed file 1742
t = 2348, completed file 1703
t = 2377, completed file 1829
t = 2430, completed file 7072
t = 2432, completed file 1576
t = 2447, completed file 3566
t = 2506, completed file 6981
t = 2595, completed file 7014
t = 2705, completed file 6061
t = 2804, completed file 6311
t = 2861, completed file 1788
t = 2891, completed file 819
t = 2998, completed file 6547
t = 3062, completed file 7241
t = 3157, completed file 7111
t = 3191, completed file 842
t = 3261, completed file 3327
t = 3376, completed file 1004
t = 3502, completed file 3361
t = 3547, completed file 5667
t = 3560, completed file 6789
t = 3571, completed file 6777
t = 3619, completed file 3422
t = 3715, completed file 1990
t = 3810, completed file 6748
t = 3917, completed file 6405
t = 3956, completed file 853
t = 4016, completed file 3239
t = 4020, completed file 3807
t = 4129, completed file 1894
t = 4253, completed file 1655
t = 4337, completed file 3177
t = 4369, completed file 3943
t = 4448, completed file 418
t = 4469, completed file 3096
t = 4482, completed file 3718
t = 4602, completed file 7228
t = 4643, completed file 3369
t = 4741, completed file 1726
t = 4868, completed file 7337
t = 4942, completed file 3850
t = 4949, completed file 4016
t = 4974, completed file 1980
t = 5009, completed file 6697
t = 5048, completed file 6063
t = 5067, completed file 7341
t = 5156, completed file 480
t = 5234, completed file 6644
t = 5295, completed file 869
t = 5396, completed file 3210
t = 5441, completed file 3232
t = 5449, completed file 6175
t = 5547, completed file 6863
t = 5615, completed file 1887
t = 5693, completed file 401
t = 5815, completed file 198
t = 5817, completed file 1608
t = 5843, completed file 1570
t = 5961, completed file 7347
t = 6051, completed file 6186
t = 6147, completed file 6031
t = 6181, completed file 3237
t = 6226, completed file 372
t = 6293, completed file 5714
t = 6366, completed file 7219
t = 6373, completed file 2462
t = 6442, completed file 2516
t = 6460, completed file 213
t = 6582, completed file 3242
t = 6605, completed file 3140
t = 6649, completed file 7224
t = 6672, completed file 6038
t = 6786, completed file 2957
t = 6838, completed file 486
t = 6855, completed file 2888
t = 6870, completed file 116
t = 6995, completed file 3347
t = 7017, completed file 3413
t = 7034, completed file 1417
t = 7048, completed file 981
t = 7133, completed file 3860
t = 7230, completed file 1882
t = 7308, completed file 7260
t = 7374, completed file 1623
t = 7443, completed file 3445
t = 7482, completed file 7086
t = 7503, completed file 5963
t = 7601, completed file 3080
t = 7722, completed file 4004
t = 7841, completed file 1404
t = 7865, completed file 7227
