t = 10, completed file 20
t = 12, completed file 345
t = 13, completed file 433
t = 15, completed file 300
t = 18, completed file 505
t = 19, completed file 826
t = 20, completed file 806
t = 34, completed file 13
t = 35, completed file 1009
t = 71, completed file 251
t = 101, completed file 1239
t = 151, completed file 1217
t = 225, completed file 301
t = 262, completed file 279
t = 330, completed file 593
t = 398, completed file 579
t = 464, completed file 585
t = 492, completed file 258
t = 512, completed file 1174
t = 559, completed file 1166
t = 624, completed file 1123
t = 649, completed file 1034
t = 677, completed file 132
t = 785, completed file 592
t = 809, completed file 570
t = 876, completed file 479
t = 905, completed file 982
t = 988, completed file 970
t = 1110, completed file 1140
t = 1152, completed file 273
t = 1261, completed file 146
t = 1298, completed file 260
t = 1354, completed file 903
t = 1454, completed file 1155
t = 1508, completed file 563
t = 1609, completed file 917
t = 1670, completed file 223
t = 1734, completed file 303
t = 1772, completed file 590
t = 1776, completed file 252
t = 1800, completed file 1230
t = 1823, completed file 627
t = 1870, completed file 611
t = 1981, completed file 499
t = 2047, completed file 227
t = 2127, completed file 1096
t = 2192, completed file 1149
t = 2307, completed file 541
t = 2346, completed file 1086
t = 2466, completed file 143
t = 2537, completed file 591
t = 2606, completed file 134
t = 2692, completed file 1124
t = 2773, completed file 929
t = 2847, completed file 804
t = 2947, completed file 331
t = 2990, completed file 1122
t = 2991, completed file 678
t = 3007, completed file 577
t = 3031, completed file 429
t = 3118, completed file 1049
t = 3204, completed file 634
t = 3288, completed file 202
t = 3297, completed file 1010
t = 3329, completed file 932
t = 3366, completed file 22
t = 3390, completed file 720
t = 3457, completed file 386
t = 3570, completed file 1152
t = 3694, completed file 884
t = 3700, completed file 1078
t = 3776, completed file 561
t = 3894, completed file 766
t = 3940, completed file 1031
t = 4023, completed file 1011
t = 4073, completed file 568
t = 4078, completed file 2
t = 4086, completed file 1172
t = 4137, completed file 506
t = 4189, completed file 650
t = 4205, completed file 1012
t = 4316, completed file 930
t = 4344, completed file 237
t = 4362, completed file 46
t = 4444, completed file 1014
t = 4511, completed file 405
t = 4529, completed file 180
t = 4632, completed file 236
t = 4719, completed file 836
t = 4780, completed file 1023
t = 4787, completed file 151
t = 4816, completed file 449
t = 4897, completed file 595
t = 4912, completed file 708
t = 5034, completed file 292
t = 5135, completed file 792
t = 5221, completed file 1168
t = 5232, completed file 633
t = 5311, completed file 167
t = 5435, completed file 1065
t = 5545, completed file 1188
t = 5558, completed file 458
t = 5628, completed file 467
t = 5746, completed file 51
t = 5785, completed file 1125
t = 5834, completed file 890
t = 5954, completed file 682
t = 6073, completed file 525
t = 6198, completed file 1142
t = 6225, completed file 894
t = 6274, completed file 305
t = 6298, completed file 856
t = 6300, completed file 1114
t = 6326, completed file 1054
t = 6419, completed file 1029
t = 6506, completed file 582
t = 6510, completed file 794
t = 6524, completed file 855
t = 6540, completed file 412
t = 6583, completed file 1028
t = 6588, completed file 181
t = 6635, completed file 716
t = 6670, completed file 393
t = 6772, completed file 1164
t = 6893, completed file 306
t = 6943, completed file 1089
t = 7049, completed file 936
t = 7134, completed file 150
t = 7170, completed file 869
t = 7277, completed file 216
t = 7388, completed file 1060
t = 7416, completed file 469
t = 7526, completed file 416
t = 7649, completed file 1186
t = 7678, completed file 408
t = 7803, completed file 16
t = 7868, completed file 782
t = 7979, completed file 605
t = 8062, completed file 935
t = 8162, completed file 748
t = 8275, completed file 941
t = 8335, completed file 1084
t = 8339, completed file 628
t = 8433, completed file 1064
t = 8522, completed file 205
