t = 17, completed file 3
t = 18, completed file 762
t = 19, completed file 264
t = 20, completed file 733
t = 21, completed file 919
t = 22, completed file 980
t = 23, completed file 913
t = 24, completed file 1129
t = 25, completed file 1110
t = 26, completed file 1256
t = 27, completed file 505
t = 28, completed file 1339
t = 29, completed file 650
t = 30, completed file 521
t = 32, completed file 1002
t = 55, completed file 341
t = 56, completed file 3025
t = 57, completed file 1840
t = 117, completed file 207
t = 118, completed file 6708
t = 119, completed file 6825
t = 120, completed file 6823
t = 121, completed file 3850
t = 122, completed file 7002
t = 123, completed file 7050
t = 124, completed file 7086
t = 125, completed file 7144
t = 126, completed file 7042
t = 154, completed file 2043
t = 155, completed file 8865
t = 156, completed file 9017
t = 157, completed file 8049
t = 158, completed file 7967
t = 159, completed file 7792
t = 160, completed file 9294
t = 161, completed file 9316
t = 225, completed file 4095
t = 226, completed file 13138
t = 227, completed file 13298
t = 228, completed file 12889
t = 229, completed file 13415
t = 230, completed file 13501
t = 303, completed file 8214
t = 304, completed file 17925
t = 305, completed file 17999
t = 306, completed file 18011
t = 307, completed file 15655
t = 308, completed file 15264
t = 313, completed file 13563
t = 314, completed file 18312
t = 315, completed file 18548
t = 412, completed file 993
t = 413, completed file 24479
t = 530, completed file 16425
t = 531, completed file 24944
t = 532, completed file 24884
t = 616, completed file 8144
t = 702, completed file 25022
t = 791, completed file 25007
t = 816, completed file 24997
t = 867, completed file 25008
t = 943, completed file 24904
t = 1054, completed file 1599
t = 1172, completed file 24858
t = 1252, completed file 12516
t = 1300, completed file 12939
t = 1353, completed file 24847
t = 1374, completed file 24766
t = 1491, completed file 13297
t = 1548, completed file 14302
t = 1564, completed file 24906
t = 1591, completed file 16220
t = 1670, completed file 7037
t = 1749, completed file 24989
t = 1779, completed file 6608
t = 1865, completed file 24956
t = 1891, completed file 24799
t = 1920, completed file 12262
t = 1929, completed file 4043
t = 1958, completed file 16207
t = 1977, completed file 24833
t = 2061, completed file 12740
t = 2086, completed file 24635
t = 2150, completed file 3274
t = 2269, completed file 24755
t = 2380, completed file 24921
t = 2413, completed file 24724
t = 2443, completed file 13092
t = 2482, completed file 64
t = 2498, completed file 3126
t = 2556, completed file 6817
t = 2649, completed file 13090
t = 2699, completed file 12323
t = 2769, completed file 24380
t = 2843, completed file 13466
t = 2906, completed file 13023
t = 2933, completed file 8092
t = 3058, completed file 13408
t = 3085, completed file 25002
t = 3102, completed file 3960
t = 3143, completed file 3507
t = 3156, completed file 173
t = 3178, completed file 24200
t = 3300, completed file 13204
t = 3310, completed file 6783
t = 3383, completed file 6693
t = 3425, completed file 7712
t = 3523, completed file 24706
t = 3626, completed file 11221
t = 3636, completed file 3924
t = 3754, completed file 15760
t = 3824, completed file 6995
t = 3853, completed file 24529
t = 3956, completed file 15598
t = 3973, completed file 12976
t = 3986, completed file 1566
t = 4027, completed file 3270
t = 4150, completed file 24530
t = 4260, completed file 3518
t = 4342, completed file 7612
t = 4364, completed file 16137
t = 4410, completed file 15417
t = 4529, completed file 15196
t = 4568, completed file 1662
