t = 104, completed file 1
t = 105, completed file 5933
t = 106, completed file 3836
t = 107, completed file 3665
t = 108, completed file 6163
t = 109, completed file 6198
t = 110, completed file 6289
t = 111, completed file 3511
t = 112, completed file 513
t = 113, completed file 2871
t = 114, completed file 1446
t = 115, completed file 95
t = 116, completed file 3392
t = 117, completed file 104
t = 118, completed file 3386
t = 119, completed file 6785
t = 120, completed file 6882
t = 154, completed file 853
t = 155, completed file 8758
t = 156, completed file 9054
t = 157, completed file 9106
t = 158, completed file 8004
t = 159, completed file 7890
t = 160, completed file 9271
t = 240, completed file 4090
t = 241, completed file 14044
t = 242, completed file 14224
t = 346, completed file 7105
t = 347, completed file 19902
t = 348, completed file 20563
t = 349, completed file 20635
t = 350, completed file 15723
t = 351, completed file 20726
t = 352, completed file 15618
t = 353, completed file 20843
t = 354, completed file 20886
t = 381, completed file 4074
t = 382, completed file 22472
t = 478, completed file 16409
t = 479, completed file 24981
t = 480, completed file 24923
t = 567, completed file 22683
t = 582, completed file 25022
t = 617, completed file 12455
t = 683, completed file 24985
t = 684, completed file 5888
t = 735, completed file 24860
t = 856, completed file 2018
t = 927, completed file 24929
t = 1006, completed file 14228
t = 1055, completed file 3073
t = 1156, completed file 24755
t = 1232, completed file 24858
t = 1294, completed file 24668
t = 1324, completed file 13282
t = 1369, completed file 24740
t = 1429, completed file 24841
t = 1538, completed file 24548
t = 1619, completed file 3502
t = 1652, completed file 24815
t = 1750, completed file 16200
t = 1788, completed file 24647
t = 1898, completed file 6611
t = 2021, completed file 24452
t = 2130, completed file 6519
t = 2189, completed file 12671
t = 2233, completed file 12463
t = 2358, completed file 8048
t = 2407, completed file 13044
t = 2472, completed file 420
t = 2594, completed file 6177
t = 2603, completed file 15916
t = 2710, completed file 3907
t = 2767, completed file 14063
t = 2850, completed file 12660
t = 2897, completed file 24717
t = 2964, completed file 12791
t = 3059, completed file 24529
t = 3180, completed file 15971
t = 3270, completed file 16223
t = 3316, completed file 24583
t = 3425, completed file 24912
t = 3532, completed file 2033
t = 3550, completed file 15749
t = 3569, completed file 24483
t = 3653, completed file 24523
t = 3665, completed file 6575
t = 3679, completed file 13078
t = 3733, completed file 6167
t = 3760, completed file 24349
t = 3783, completed file 6767
t = 3908, completed file 6411
t = 3932, completed file 12314
t = 4054, completed file 5934
t = 4141, completed file 13091
t = 4207, completed file 12559
t = 4254, completed file 15990
t = 4327, completed file 395
t = 4396, completed file 374
t = 4455, completed file 3934
t = 4531, completed file 24748
t = 4556, completed file 23890
t = 4581, completed file 9364
t = 4608, completed file 6547
t = 4717, completed file 6644
t = 4737, completed file 14740
t = 4841, completed file 24788
t = 4843, completed file 6536
t = 4888, completed file 13950
t = 5011, completed file 15489
t = 5119, completed file 24829
t = 5192, completed file 13923
t = 5267, completed file 1434
t = 5314, completed file 3501
t = 5392, completed file 504
t = 5406, completed file 6208
t = 5411, completed file 777
t = 5452, completed file 23958
t = 5462, completed file 6312
t = 5480, completed file 6373
t = 5542, completed file 8030
t = 5557, completed file 7902
t = 5652, completed file 14892
t = 5706, completed file 3308
t = 5712, completed file 13999
t = 5778, completed file 23993
t = 5846, completed file 12623
t = 5942, completed file 7153
t = 6009, completed file 12480
t = 6102, completed file 6496
t = 6187, completed file 15708
t = 6300, completed file 24359
t = 6355, completed file 24550
t = 6383, completed file 15862
t = 6436, completed file 12570
t = 6499, completed file 15693
t = 6510, completed file 14548
t = 6548, completed file 3560
t = 6559, completed file 12299
t = 6643, completed file 13126
t = 6684, completed file 7714
t = 6754, completed file 23615
t = 6844, completed file 6274
t = 6869, completed file 10677
t = 6989, completed file 16103
t = 7114, completed file 3238
t = 7235, completed file 6462
t = 7335, completed file 3514
t = 7345, completed file 3257
t = 7377, completed file 13175
t = 7389, completed file 5485
t = 7408, completed file 24425
t = 7474, completed file 12950
t = 7508, completed file 24634
t = 7546, completed file 14099
t = 7660, completed file 1878
t = 7714, completed file 1561
t = 7841, completed file 23909
t = 7858, completed file 11336
t = 7985, completed file 14811
t = 8026, completed file 12763
t = 8100, completed file 6974
t = 8111, completed file 1543
t = 8142, completed file 12517
t = 8177, completed file 16195
t = 8256, completed file 22498
t = 8341, completed file 24692
t = 8352, completed file 833
t = 8368, completed file 13786
t = 8371, completed file 24864
t = 8417, completed file 24405
t = 8513, completed file 754
t = 8636, completed file 5658
t = 8704, completed file 7228
t = 8790, completed file 20429
t = 8808, completed file 14476
t = 8855, completed file 16146
t = 8937, completed file 7877
t = 8953, completed file 5919
t = 8994, completed file 22155
t = 9061, completed file 16224
